icpsr,party_code,vote_1,vote_2,vote_3,vote_4,vote_5,vote_6,vote_7,vote_8,vote_9,vote_10,vote_11,vote_12,vote_13,vote_14,vote_15,vote_16,vote_17,vote_18,vote_19,vote_20,vote_21,vote_22,vote_23,vote_24,vote_25,vote_26,vote_27,vote_28,vote_29,vote_30,vote_31,vote_32,vote_33,vote_34,vote_35,vote_36,vote_37,vote_38,vote_39,vote_40,vote_41,vote_42,vote_43,vote_44,vote_45,vote_46,vote_47,vote_48,vote_49,vote_50,vote_51,vote_52,vote_53,vote_54,vote_55,vote_56,vote_57,vote_58,vote_59,vote_60,vote_61,vote_62,vote_63,vote_64,vote_65,vote_66,vote_67,vote_68,vote_69,vote_70,vote_71,vote_72,vote_73,vote_74,vote_75,vote_76,vote_77,vote_78,vote_79,vote_80,vote_81,vote_82,vote_83,vote_84,vote_85,vote_86,vote_87
3393,200.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,1.0,6.0,1.0,1.0,9.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,9.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,6.0,6.0,9.0,9.0
3425,100.0,1.0,6.0,6.0,6.0,6.0,8.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,6.0,9.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,9.0,9.0,9.0,6.0,6.0,9.0,6.0,9.0,6.0,9.0,9.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,9.0,9.0,9.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,1.0,6.0,1.0,1.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,1.0,9.0,9.0
3426,200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,1.0,9.0,8.0,1.0,6.0,6.0,6.0,9.0,9.0,1.0,1.0,9.0,6.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,6.0,9.0,6.0,9.0,1.0,1.0
3456,100.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,9.0,9.0,9.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,9.0,9.0,9.0,9.0,6.0,9.0,1.0,1.0,1.0,6.0,6.0,9.0,9.0,1.0,1.0,6.0,6.0,9.0,6.0,6.0,9.0,1.0,1.0,1.0,9.0
3463,200.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,9.0,9.0,6.0,9.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,9.0,6.0,1.0,1.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,1.0
3468,200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,6.0,6.0,6.0,1.0,9.0,9.0,6.0,9.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,9.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0,9.0,1.0,6.0,6.0,6.0,9.0,9.0,1.0,1.0,6.0,6.0,9.0,9.0,1.0,6.0,6.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,1.0,6.0,6.0,9.0,1.0
3472,200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,9.0,6.0,6.0,1.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,8.0,1.0,6.0,6.0,9.0,1.0,1.0,9.0,9.0,9.0,2.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,1.0,6.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,8.0,1.0,1.0,9.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,9.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,6.0,9.0,6.0,9.0,1.0,9.0
3482,100.0,1.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,9.0,6.0,1.0,1.0,1.0,6.0,9.0,9.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,9.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,9.0,6.0,6.0,6.0,6.0,9.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,9.0,1.0,6.0,9.0,9.0,9.0,9.0,6.0,6.0,9.0,1.0,1.0,6.0,6.0
3561,200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,6.0,6.0,6.0,1.0,9.0
3574,100.0,1.0,6.0,6.0,6.0,6.0,9.0,6.0,1.0,9.0,9.0,1.0,1.0,6.0,6.0,9.0,9.0,1.0,6.0,6.0,9.0,1.0,1.0,6.0,9.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,9.0,9.0,8.0,6.0,8.0,9.0,6.0,1.0,9.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,8.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,8.0,6.0,1.0,8.0,1.0,1.0,1.0,9.0
3596,100.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,9.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,9.0,1.0,6.0,6.0,6.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,9.0,6.0,9.0
3597,200.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,9.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,1.0,6.0,1.0,9.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,9.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,9.0,1.0,9.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,9.0,6.0,6.0,6.0,9.0
3599,200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,9.0,9.0,6.0,1.0,1.0,6.0,6.0,9.0,1.0,9.0,1.0,1.0,6.0,6.0,1.0,9.0,6.0,9.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,1.0,1.0,8.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,8.0,9.0,6.0,6.0,9.0,9.0
3600,200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,9.0,8.0,8.0,8.0,6.0,1.0,1.0,6.0,1.0,1.0,9.0,9.0,6.0,1.0,1.0,1.0,9.0,9.0,6.0,1.0,9.0,9.0,6.0,1.0,9.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,6.0,1.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,9.0,6.0,9.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,9.0,6.0,6.0,9.0
3625,100.0,1.0,6.0,6.0,6.0,6.0,9.0,6.0,1.0,6.0,1.0,9.0,1.0,6.0,6.0,6.0,9.0,1.0,6.0,6.0,1.0,1.0,9.0,6.0,1.0,9.0,6.0,1.0,9.0,6.0,5.0,1.0,6.0,6.0,1.0,6.0,9.0,6.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,6.0,9.0,6.0,6.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,9.0,1.0,6.0,6.0,1.0,1.0,1.0,9.0,9.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0
3642,200.0,2.0,1.0,1.0,1.0,9.0,9.0,1.0,6.0,1.0,6.0,9.0,9.0,9.0,6.0,9.0,9.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,9.0,1.0,6.0,6.0,1.0,6.0,6.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,1.0,1.0,6.0,1.0,6.0,1.0,9.0,1.0,6.0,1.0,1.0,9.0,6.0,9.0,9.0,6.0,1.0,1.0,6.0,6.0,6.0,9.0,1.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,6.0,1.0,9.0,6.0,6.0,9.0,6.0,9.0
3651,100.0,1.0,6.0,6.0,6.0,6.0,9.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,1.0,6.0,6.0,1.0,1.0,9.0,9.0,9.0,6.0,9.0,1.0,1.0,6.0,1.0,1.0,8.0,6.0,9.0,9.0,9.0,6.0,6.0,1.0,9.0,9.0,9.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,8.0,9.0,9.0,1.0,6.0,8.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,6.0,1.0,1.0,9.0,1.0,6.0,6.0,1.0,9.0,1.0,8.0,1.0,1.0,1.0,9.0
3662,100.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,6.0,9.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,9.0,8.0,8.0,6.0,1.0,1.0,1.0,9.0,9.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,9.0,9.0,8.0,1.0,9.0,9.0,9.0,9.0,1.0,9.0
3725,100.0,1.0,6.0,9.0,9.0,6.0,9.0,6.0,1.0,9.0,9.0,9.0,1.0,1.0,6.0,6.0,9.0,1.0,6.0,6.0,1.0,1.0,9.0,6.0,1.0,9.0,1.0,1.0,1.0,6.0,9.0,9.0,1.0,6.0,9.0,9.0,6.0,6.0,6.0,1.0,9.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,9.0,9.0,9.0,8.0,6.0,6.0,6.0,6.0,9.0,9.0,6.0,1.0,1.0,1.0,1.0,6.0,9.0,6.0,1.0,9.0,9.0,6.0,6.0,1.0,6.0,8.0,9.0,9.0,9.0,1.0,9.0,8.0,1.0,9.0,8.0,1.0,6.0
3730,200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,6.0,6.0,6.0,9.0,9.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,9.0,1.0,1.0
3749,100.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,9.0,9.0,9.0,6.0,1.0,9.0,1.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,6.0,9.0,9.0,1.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,9.0,6.0,6.0,6.0,9.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,9.0,6.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,9.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0
3794,200.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,9.0,8.0,9.0,9.0,9.0,6.0,1.0,1.0,6.0,1.0,1.0,9.0,9.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,9.0,9.0,1.0,1.0,6.0,9.0,1.0,1.0,1.0,6.0,9.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,9.0,1.0,1.0,9.0,9.0,9.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,9.0,1.0,9.0,6.0,6.0,6.0,9.0,1.0
3804,100.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,9.0,9.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,9.0,6.0,1.0,6.0,1.0,1.0,9.0,6.0,9.0,9.0,9.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,9.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,9.0,1.0,1.0,9.0
3827,100.0,1.0,6.0,6.0,6.0,6.0,8.0,6.0,8.0,8.0,8.0,9.0,9.0,9.0,1.0,8.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,6.0,6.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,6.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,1.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,9.0
3832,100.0,1.0,6.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,6.0,6.0,1.0,6.0,6.0,5.0,9.0,9.0,6.0,1.0,6.0,6.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,9.0,1.0,6.0,6.0,1.0,1.0,1.0,9.0,9.0,6.0,9.0,9.0,6.0,9.0,6.0,6.0,1.0,1.0,6.0,1.0,9.0,6.0,1.0,1.0,6.0,9.0,1.0,1.0,1.0,6.0
3855,200.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,6.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,9.0,9.0,9.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,8.0,9.0,9.0,1.0,6.0,8.0,8.0,8.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,9.0,9.0,9.0,9.0,1.0,9.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,6.0,1.0,9.0
3868,100.0,1.0,6.0,6.0,6.0,6.0,9.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,9.0,6.0,6.0,1.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,1.0,1.0,6.0,6.0,9.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,8.0,1.0,6.0,6.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,9.0,6.0,9.0,9.0,9.0,6.0,6.0,6.0,6.0,1.0,1.0,9.0,1.0,6.0,6.0,1.0,8.0,9.0,6.0,1.0,1.0,1.0,6.0
3989,200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,6.0,6.0,1.0,1.0,1.0,9.0,9.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,8.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,9.0,9.0,1.0,1.0,6.0,9.0,8.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,1.0
3999,100.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,1.0,9.0,6.0,1.0,6.0,9.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,9.0,6.0,6.0,6.0,9.0,9.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,6.0,6.0,9.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,8.0,6.0,6.0,1.0,1.0,9.0,1.0,6.0,6.0,9.0,6.0,1.0,9.0,1.0,1.0,1.0,9.0
4060,100.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,9.0,9.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,9.0,1.0,9.0,9.0,9.0,8.0,6.0,9.0,8.0,8.0,9.0,9.0,6.0,9.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,9.0,8.0,6.0,1.0,1.0,1.0,8.0,6.0,5.0,6.0,6.0,9.0,1.0,6.0,6.0,1.0,1.0,6.0,9.0,9.0,9.0,1.0,9.0,8.0,9.0,8.0,9.0,1.0,8.0
4129,100.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,9.0,6.0,9.0,1.0,6.0,6.0,6.0,9.0,9.0,6.0,9.0,6.0,1.0,9.0,9.0,9.0,1.0,1.0,9.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,9.0,9.0,9.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,9.0,9.0,1.0,8.0,1.0,1.0,1.0,9.0
4176,200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,9.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,8.0,9.0,9.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,9.0,6.0,6.0,6.0,1.0
4195,200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,6.0,9.0,9.0,1.0,6.0,6.0,9.0,6.0,1.0,1.0,1.0,6.0,9.0,1.0,1.0,1.0,8.0,6.0,9.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,1.0,1.0,8.0,9.0,6.0,1.0,1.0,1.0,6.0,8.0,8.0,8.0,9.0,9.0,1.0,1.0,9.0,6.0,1.0,9.0,8.0,1.0,6.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,9.0,1.0,9.0,9.0,1.0,1.0,6.0,9.0,9.0,9.0,6.0,9.0,6.0,9.0
4225,100.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,9.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,9.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,9.0,6.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,9.0,1.0,1.0,9.0,1.0,1.0,1.0,6.0
4267,100.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,6.0,6.0,1.0,9.0,9.0,6.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,1.0,1.0,9.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
4277,200.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,9.0,9.0,9.0,6.0,1.0,9.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,9.0,9.0,9.0,9.0,6.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,9.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,6.0,9.0,6.0,9.0,1.0,1.0
4295,200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,9.0,6.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,9.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,9.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,8.0,6.0,6.0,9.0,1.0
4331,200.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,6.0,9.0,9.0,9.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,6.0,6.0,6.0,6.0,1.0
