congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
43,President,99886,99,0,USA,200,,,"GRANT, Hiram Ulysses",,1822,1885,0.18,0.018,,,,,,,
43,Senate,3657,41,0,AL,100,0,3,"GOLDTHWAITE, George",G000266,1809,1879,-0.569,0.169,-60.99324,0.826,319,24,,-0.531,0.296
43,Senate,8783,41,0,AL,200,0,3,"SPENCER, George Eliphaz",S000723,1836,1893,0.283,0.959,-76.43208,0.762,281,31,,0.353,0.936
43,Senate,1824,42,0,AR,200,0,3,"CLAYTON, Powell",C000498,1833,1914,0.315,0.882,-97.87695,0.725,304,45,,0.257,0.934
43,Senate,2678,42,0,AR,200,0,3,"DORSEY, Stephen Wallace",D000441,1842,1916,0.322,0.913,-41.74975,0.787,174,11,,0.353,0.936
43,Senate,1585,71,0,CA,100,1,3,"CASSERLY, Eugene",C000236,1820,1883,-0.495,-0.136,,,,,,-0.497,0.251
43,Senate,3904,71,0,CA,100,2,3,"HAGER, John Sharpenstein",H000016,1818,1890,-0.227,-0.764,-90.06083,0.728,284,51,,-0.223,-0.76
43,Senate,8218,71,0,CA,200,0,3,"SARGENT, Aaron Augustus",S000065,1827,1887,0.289,-0.272,-184.8131,0.602,364,95,,0.286,-0.434
43,Senate,1202,1,0,CT,200,1,3,"BUCKINGHAM, William Alfred",B001021,1804,1875,0.3,-0.725,-61.43276,0.749,213,28,,0.335,-0.689
43,Senate,2832,1,0,CT,100,2,5,"EATON, William Wallace",E000028,1816,1898,-0.37,-0.764,-10.2537,0.881,81,4,,-0.311,-0.683
43,Senate,3122,1,0,CT,208,0,3,"FERRY, Orris Sanford",F000094,1823,1875,0.178,-0.476,-50.05221,0.618,104,25,,0.1,-0.493
43,Senate,528,11,0,DE,100,0,3,"BAYARD, Thomas Francis, Sr.",B000253,1828,1898,-0.412,-0.656,-60.14926,0.832,328,23,,-0.463,-0.594
