congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
2,President,99869,99,0,USA,5000,,,"WASHINGTON, George",,,,,,,,,,,,
2,Senate,2936,1,0,CT,5000,0,3,"ELLSWORTH, Oliver",E000147,1745.0,1807.0,0.53,0.809,-15.45558,0.743,52,8,,0.553,0.359
2,Senate,8457,1,0,CT,5000,2,3,"SHERMAN, Roger",S000349,1721.0,1793.0,0.589,0.307,-28.55038,0.578,52,19,,0.33,0.2
2,Senate,507,11,0,DE,5000,0,3,"BASSETT, Richard",B000226,1745.0,1815.0,0.087,0.007,-17.85094,0.609,36,14,,0.193,-0.104
2,Senate,7762,11,0,DE,5000,0,3,"READ, George",R000091,1733.0,1798.0,0.282,-0.239,-22.7154,0.646,52,10,,0.293,-0.219
2,Senate,3128,44,0,GA,4000,0,3,"FEW, William",F000100,1748.0,1828.0,-0.505,-0.433,-18.96143,0.679,49,7,,-0.614,-0.618
2,Senate,3877,44,0,GA,4000,0,3,"GUNN, James",G000526,1753.0,1801.0,0.218,-0.884,-16.1445,0.699,45,8,,-0.322,-0.72
2,Senate,1118,51,0,KY,4000,0,3,"BROWN, John",B000929,1757.0,1837.0,-0.277,-0.548,,,,,,-0.723,-0.305
2,Senate,2866,51,0,KY,4000,0,3,"EDWARDS, John",E000075,1748.0,1837.0,-0.725,-0.689,,,,,,-0.192,-0.981
2,Senate,1536,52,0,MD,5000,1,3,"CARROLL, Charles (of Carrollton)",C000185,1737.0,1832.0,0.234,-0.619,-9.38567,0.771,36,3,,0.434,-0.737
2,Senate,4333,52,0,MD,5000,0,3,"HENRY, John",H000508,1750.0,1798.0,0.123,-0.573,-12.26718,0.786,51,3,,0.13,-0.673
2,Senate,7564,52,0,MD,5000,2,3,"POTTS, Richard",P000473,1753.0,1808.0,0.409,-0.816,,,,,,-0.192,-0.981
2,Senate,1384,3,0,MA,5000,0,3,"CABOT, George",C000009,1752.0,1823.0,0.657,0.569,-13.70101,0.768,52,4,,0.696,0.428
2,Senate,9028,3,0,MA,5000,0,3,"STRONG, Caleb",S001009,1745.0,1819.0,0.566,0.824,-13.35151,0.743,45,8,,0.412,0.911
2,Senate,5449,4,0,NH,5000,0,3,"LANGDON, John",L000067,1741.0,1819.0,-0.37,0.107,-22.91596,0.62,48,12,,0.144,0.095
2,Senate,10272,4,0,NH,4000,0,3,"WINGATE, Paine",W000633,1739.0,1838.0,-0.037,0.999,-7.18642,0.869,51,3,,-0.243,0.97
2,Senate,2576,12,0,NJ,5000,0,3,"DICKINSON, Philemon",D000324,1739.0,1809.0,0.609,-0.696,-12.25672,0.783,50,2,,0.615,-0.73
2,Senate,8150,12,0,NJ,5000,0,3,"RUTHERFURD, John",R000550,1760.0,1840.0,0.871,-0.252,-19.45933,0.643,44,11,,0.902,0.302
2,Senate,1302,13,0,NY,4000,0,3,"BURR, Aaron",B001133,1756.0,1836.0,-0.887,-0.462,-21.58916,0.625,46,11,,-0.902,-0.342
2,Senate,5270,13,0,NY,5000,0,3,"KING, Rufus",K000212,1755.0,1827.0,0.575,-0.302,-22.0203,0.62,46,13,,0.669,-0.234
2,Senate,4212,47,0,NC,4000,0,3,"HAWKINS, Benjamin",H000368,1754.0,1816.0,-0.046,-0.664,-13.44937,0.768,51,5,,-0.141,-0.838
2,Senate,5012,47,0,NC,5000,0,3,"JOHNSTON, Samuel",J000198,1733.0,1816.0,-0.025,-0.527,-18.24912,0.704,52,7,,0.19,-0.774
2,Senate,6712,14,0,PA,5000,0,3,"MORRIS, Robert",M000985,1734.0,1806.0,0.7,-0.691,-11.36828,0.797,50,3,,0.578,-0.772
2,Senate,3315,5,0,RI,5000,0,3,"FOSTER, Theodore",F000313,1752.0,1828.0,0.286,0.675,-13.86368,0.762,51,7,,0.286,0.38
2,Senate,8845,5,0,RI,4000,0,3,"STANTON, Joseph, Jr.",S000805,1739.0,1807.0,-0.091,0.736,-22.43019,0.639,50,11,,0.074,0.22
2,Senate,1346,48,0,SC,4000,0,3,"BUTLER, Pierce",B001186,1744.0,1822.0,-0.4,-0.912,-9.38197,0.791,40,5,,-0.402,-0.916
2,Senate,4837,48,0,SC,5000,0,3,"IZARD, Ralph",I000053,1742.0,1804.0,0.446,-0.587,-15.30178,0.741,51,6,,0.439,-0.729
2,Senate,956,6,0,VT,4000,0,3,"BRADLEY, Stephen Row",B000745,1754.0,1830.0,0.09,-0.202,-35.6046,0.469,47,16,,-0.498,0.08
2,Senate,7989,6,0,VT,4000,0,3,"ROBINSON, Moses",R000350,1741.0,1813.0,-0.732,0.649,-8.82423,0.835,49,5,,-0.498,0.867
2,Senate,5565,40,0,VA,4000,1,3,"LEE, Richard Henry",L000201,1732.0,1794.0,-0.384,-0.54,-11.18776,0.705,32,4,,-0.344,-0.596
2,Senate,6594,40,0,VA,4000,0,3,"MONROE, James",M000858,1758.0,1831.0,-0.514,-0.762,-13.20936,0.776,52,4,,-0.467,-0.782
2,Senate,9215,40,0,VA,4000,2,3,"TAYLOR, John",T000086,1753.0,1824.0,-0.767,-0.6,,,,,,-0.192,-0.981
