congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
54,President,99890,99,0,USA,100,,,"CLEVELAND, Stephen Grover",,,,-0.362,-0.758,,,,,,,
54,Senate,6682,41,0,AL,100,0,3,"MORGAN, John Tyler",M000954,1824.0,1907.0,-0.43,-0.22,-67.07358,0.566,118,35,,-0.402,0.023
54,Senate,7644,41,0,AL,100,0,3,"PUGH, James Lawrence",P000561,1820.0,1907.0,-0.437,0.078,-55.74896,0.677,143,30,,-0.421,0.265
54,Senate,674,42,0,AR,100,0,3,"BERRY, James Henderson",B000418,1841.0,1913.0,-0.65,0.358,-46.39948,0.775,182,21,,-0.663,0.381
54,Senate,5042,42,0,AR,100,0,3,"JONES, James Kimbrough",J000231,1839.0,1908.0,-0.531,0.149,-40.01129,0.744,135,23,,-0.477,0.066
54,Senate,7345,71,0,CA,200,0,3,"PERKINS, George Clement",P000232,1839.0,1923.0,0.308,-0.021,-67.53645,0.667,167,36,,0.292,0.058
54,Senate,10045,71,0,CA,100,0,3,"WHITE, Stephen Mallory",W000394,1853.0,1901.0,-0.352,0.01,-63.05802,0.664,154,36,,-0.362,0.039
54,Senate,9246,62,0,CO,200,0,3,"TELLER, Henry Moore",T000116,1830.0,1914.0,0.161,0.485,-67.66401,0.665,166,32,,0.12,0.503
54,Senate,10302,62,0,CO,200,0,3,"WOLCOTT, Edward Oliver",W000667,1848.0,1905.0,0.185,0.161,-30.24104,0.599,59,15,,0.09,0.092
54,Senate,4220,1,0,CT,200,0,3,"HAWLEY, Joseph Roswell",H000377,1826.0,1905.0,0.304,-0.753,-48.90855,0.734,158,27,,0.289,-0.641
54,Senate,7482,1,0,CT,200,0,3,"PLATT, Orville Hitchcock",P000382,1827.0,1905.0,0.433,-0.901,-41.24991,0.781,167,14,,0.574,-0.674
54,Senate,3765,11,0,DE,100,0,3,"GRAY, George",G000396,1840.0,1925.0,-0.43,-0.903,-43.57798,0.715,130,18,,-0.519,-0.855
54,Senate,5190,11,0,DE,100,0,3,"KENNEY, Richard Rolland",K000121,1856.0,1931.0,-0.505,-0.267,,,,,,-0.64,0.01
54,Senate,1425,43,0,FL,100,0,3,"CALL, Wilkinson",C000051,1834.0,1910.0,-0.397,0.158,-66.23432,0.562,115,38,,-0.12,0.24
54,Senate,7227,43,0,FL,100,0,3,"PASCO, Samuel",P000095,1834.0,1917.0,-0.516,-0.14,-42.37156,0.739,140,16,,-0.543,-0.149
54,Senate,322,44,0,GA,100,0,3,"BACON, Augustus Octavius",B000014,1839.0,1914.0,-0.39,-0.187,-65.78138,0.67,164,33,,-0.319,0.05
54,Senate,3697,44,0,GA,100,0,3,"GORDON, John Brown",G000313,1832.0,1904.0,-0.376,0.145,-23.73131,0.628,51,14,,-0.216,-0.412
54,Senate,2738,63,0,ID,200,0,3,"DUBOIS, Fred Thomas",D000509,1851.0,1930.0,0.079,0.63,-27.27437,0.809,129,10,,0.089,0.667
54,Senate,8489,63,0,ID,200,0,3,"SHOUP, George Laird",S000382,1836.0,1904.0,0.422,0.271,-39.59394,0.754,140,14,,0.348,0.125
54,Senate,2239,21,0,IL,200,0,3,"CULLOM, Shelby Moore",C000973,1829.0,1914.0,0.286,-0.442,-39.29575,0.771,151,16,,0.312,-0.429
54,Senate,7179,21,0,IL,100,0,3,"PALMER, John McAuley",P000042,1817.0,1900.0,-0.405,-0.899,-43.65829,0.691,118,20,,-0.353,-0.879
54,Senate,9526,22,0,IN,100,0,3,"TURPIE, David",T000432,1828.0,1909.0,-0.389,0.08,-51.04753,0.683,134,29,,-0.333,0.065
54,Senate,9685,22,0,IN,100,0,3,"VOORHEES, Daniel Wolsey",V000116,1827.0,1897.0,-0.313,0.143,-18.70414,0.666,46,9,,-0.165,0.038
54,Senate,141,31,0,IA,200,0,3,"ALLISON, William Boyd",A000160,1829.0,1908.0,0.314,-0.187,-52.00376,0.717,156,25,,0.375,-0.541
54,Senate,3517,31,0,IA,200,0,3,"GEAR, John Henry",G000110,1825.0,1900.0,0.576,-0.176,-27.83264,0.785,115,13,,0.573,-0.432
54,Senate,369,32,0,KS,200,0,3,"BAKER, Lucien",B000070,1846.0,1907.0,0.542,0.169,-69.33439,0.572,124,35,,0.925,0.208
54,Senate,7306,32,0,KS,340,0,3,"PEFFER, William Alfred",P000188,1831.0,1912.0,-0.058,0.998,-76.98233,0.67,192,40,,-0.033,0.999
54,Senate,751,51,0,KY,100,0,3,"BLACKBURN, Joseph Clay Stiles",B000508,1838.0,1918.0,-0.53,-0.04,-39.0752,0.701,110,21,,-0.516,0.023
54,Senate,5679,51,0,KY,100,0,3,"LINDSAY, William",L000327,1835.0,1909.0,-0.498,-0.802,-63.63642,0.658,152,33,,-0.578,-0.598
54,Senate,781,45,0,LA,100,0,3,"BLANCHARD, Newton Crain",B000541,1849.0,1922.0,-0.423,-0.146,-40.49725,0.583,75,22,,-0.45,0.004
54,Senate,1391,45,0,LA,100,0,3,"CAFFERY, Donelson",C000016,1835.0,1906.0,-0.342,-0.94,-37.172,0.75,129,18,,-0.447,-0.895
54,Senate,3385,2,0,ME,200,0,3,"FRYE, William Pierce",F000398,1830.0,1911.0,0.387,-0.432,-40.24471,0.744,136,18,,0.338,-0.445
54,Senate,3917,2,0,ME,200,0,3,"HALE, Eugene",H000029,1836.0,1918.0,0.284,-0.457,-23.67361,0.805,109,7,,0.384,-0.791
54,Senate,3557,52,0,MD,100,0,3,"GIBSON, Charles Hopper",G000157,1842.0,1900.0,-0.319,-0.564,-28.36383,0.711,83,16,,-0.336,-0.764
54,Senate,3709,52,0,MD,100,0,3,"GORMAN, Arthur Pue",G000326,1839.0,1906.0,-0.346,-0.596,-43.53659,0.68,113,21,,-0.434,-0.738
54,Senate,4462,3,0,MA,200,0,3,"HOAR, George Frisbie",H000654,1826.0,1904.0,0.329,-0.394,-31.15176,0.732,100,14,,0.234,-0.749
54,Senate,5738,3,0,MA,200,0,3,"LODGE, Henry Cabot",L000393,1850.0,1924.0,0.568,-0.448,-46.81202,0.739,155,26,,0.536,-0.385
54,Senate,1310,23,0,MI,200,0,3,"BURROWS, Julius Caesar",B001142,1837.0,1915.0,0.448,-0.129,-38.67978,0.757,139,16,,0.51,-0.223
54,Senate,6352,23,0,MI,200,0,3,"McMILLAN, James",M000567,1838.0,1902.0,0.312,-0.576,-27.15865,0.819,136,7,,0.322,-0.607
54,Senate,2377,33,0,MN,200,0,3,"DAVIS, Cushman Kellogg",D000095,1838.0,1900.0,0.293,-0.18,-35.19534,0.773,137,11,,0.41,-0.198
54,Senate,6870,33,0,MN,200,0,3,"NELSON, Knute",N000040,1843.0,1923.0,0.259,0.057,-61.83218,0.679,160,33,,0.428,0.054
54,Senate,3532,46,0,MS,100,0,3,"GEORGE, James Zachariah",G000127,1826.0,1897.0,-0.482,0.285,-36.10412,0.714,107,17,,-0.756,0.528
54,Senate,9793,46,0,MS,100,0,3,"WALTHALL, Edward Cary",W000111,1831.0,1898.0,-0.472,0.07,-48.04893,0.729,152,24,,-0.611,-0.017
54,Senate,1892,34,0,MO,100,0,3,"COCKRELL, Francis Marion",C000576,1834.0,1915.0,-0.513,0.289,-60.58302,0.643,137,33,,-0.418,-0.03
54,Senate,9665,34,0,MO,100,0,3,"VEST, George Graham",V000091,1830.0,1904.0,-0.583,0.21,-58.36582,0.693,159,33,,-0.588,0.119
54,Senate,1550,64,0,MT,200,0,3,"CARTER, Thomas Henry",C000200,1854.0,1911.0,0.376,0.101,-62.68886,0.62,131,28,,0.156,0.219
54,Senate,5970,64,0,MT,200,0,3,"MANTLE, Lee",M000116,1851.0,1934.0,0.157,0.649,-28.86658,0.758,104,13,,0.118,0.677
54,Senate,134,35,0,NE,340,0,3,"ALLEN, William Vincent",A000153,1847.0,1924.0,-0.214,0.977,-37.9531,0.782,154,15,,-0.297,0.955
54,Senate,9371,35,0,NE,200,0,3,"THURSTON, John Mellen",T000256,1847.0,1916.0,0.34,0.069,-40.79128,0.657,97,20,,0.312,0.02
54,Senate,5046,65,0,NV,1060,0,3,"JONES, John Percival",J000237,1829.0,1912.0,0.204,0.232,-32.06796,0.637,71,20,,0.015,0.423
54,Senate,8948,65,0,NV,1060,0,3,"STEWART, William Morris",S000922,1827.0,1909.0,0.252,0.215,-72.55083,0.591,138,38,,0.013,0.626
54,Senate,1641,4,0,NH,200,0,3,"CHANDLER, William Eaton",C000298,1835.0,1917.0,0.291,-0.096,-87.84688,0.574,158,49,,0.327,-0.281
54,Senate,3439,4,0,NH,200,0,3,"GALLINGER, Jacob Harold",G000023,1837.0,1918.0,0.553,-0.306,-58.73084,0.697,163,31,,0.589,-0.114
54,Senate,8379,12,0,NJ,200,0,3,"SEWELL, William Joyce",S000262,1835.0,1901.0,0.26,-0.499,-25.63995,0.808,120,11,,0.349,-0.57
54,Senate,8641,12,0,NJ,100,0,3,"SMITH, James, Jr.",S000561,1851.0,1927.0,-0.317,-0.644,-32.00655,0.719,97,16,,-0.253,-0.624
