congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
7,President,99871,99,0,USA,13,0,0,"JEFFERSON, Thomas",,1743.0,1826.0,0.018,0.516,-0.9332,0.925,12,1,,,
7,Senate,4433,1,0,CT,1,0,3,"HILLHOUSE, James",H000618,1754.0,1832.0,0.691,-0.249,-2.88403,0.93,40,1,,0.908,-0.418
7,Senate,9452,1,0,CT,1,0,3,"TRACY, Uriah",T000348,1755.0,1807.0,0.727,0.328,-5.16379,0.919,61,2,,0.701,0.048
7,Senate,9947,11,0,DE,1,0,3,"WELLS, William Hill",W000287,1769.0,1829.0,0.746,0.485,-6.70879,0.907,69,1,,0.746,0.355
7,Senate,10043,11,0,DE,1,0,3,"WHITE, Samuel",W000392,1770.0,1809.0,0.605,0.189,-10.11467,0.856,65,7,,0.586,0.392
7,Senate,379,44,0,GA,13,0,3,"BALDWIN, Abraham",B000084,1754.0,1807.0,-0.165,-0.373,-12.52465,0.85,77,5,,-0.551,-0.684
7,Senate,4854,44,0,GA,13,0,3,"JACKSON, James",J000017,1757.0,1806.0,-0.32,-0.181,-13.42298,0.828,71,6,,-0.394,-0.692
7,Senate,994,51,0,KY,13,0,3,"BRECKINRIDGE, John",B000787,1760.0,1806.0,-0.509,-0.131,-5.26223,0.93,73,2,,-0.407,-0.143
7,Senate,1118,51,0,KY,13,0,3,"BROWN, John",B000929,1757.0,1837.0,-0.277,-0.548,-13.73416,0.756,49,7,,-0.066,-0.524
7,Senate,4441,52,0,MD,1,1,5,"HINDMAN, William",H000629,1743.0,1822.0,0.798,-0.27,,,,,,,
7,Senate,4628,52,0,MD,1,0,3,"HOWARD, John Eager",H000841,1752.0,1827.0,0.58,-0.21,-4.7902,0.934,70,1,,0.626,-0.065
7,Senate,10396,52,0,MD,13,2,3,"WRIGHT, Robert",W000768,1752.0,1826.0,0.054,0.222,-13.6798,0.815,67,8,,0.049,0.521
7,Senate,3303,3,0,MA,1,0,3,"FOSTER, Dwight",F000301,1757.0,1823.0,0.692,0.036,-6.82022,0.899,64,4,,0.713,-0.327
7,Senate,6058,3,0,MA,1,0,3,"MASON, Jonathan",M000221,1756.0,1831.0,0.356,-0.139,-9.05489,0.848,55,4,,0.43,-0.194
7,Senate,7048,4,0,NH,1,2,3,"OLCOTT, Simeon",O000060,1735.0,1815.0,0.687,-0.727,-9.40191,0.884,76,5,,0.661,-0.75
7,Senate,7493,4,0,NH,1,2,3,"PLUMER, William",P000393,1759.0,1850.0,0.843,-0.537,,,,,,0.591,-0.694
7,Senate,8423,4,0,NH,1,1,3,"SHEAFE, James",S000312,1755.0,1829.0,0.823,-0.076,,,,,,0.509,-0.861
7,Senate,2440,12,0,NJ,1,0,3,"DAYTON, Jonathan",D000165,1760.0,1824.0,0.472,0.158,-8.12312,0.865,56,3,,0.53,0.205
7,Senate,7029,12,0,NJ,1,0,3,"OGDEN, Aaron",O000041,1756.0,1839.0,0.62,-0.008,-3.56173,0.939,57,1,,0.621,-0.006
7,Senate,233,13,0,NY,13,1,3,"ARMSTRONG, John, Jr.",A000282,1758.0,1843.0,-0.162,-0.557,,,,,,-0.719,-0.377
7,Senate,1847,13,0,NY,13,2,3,"CLINTON, De Witt",C000525,1769.0,1828.0,-0.366,-0.528,-5.50717,0.905,55,2,,-0.36,-0.534
7,Senate,6703,13,0,NY,1,0,3,"MORRIS, Gouverneur",M000976,1752.0,1816.0,0.647,-0.602,-9.54809,0.865,66,5,,0.64,-0.577
7,Senate,3342,47,0,NC,13,0,3,"FRANKLIN, Jesse",F000344,1760.0,1823.0,-0.215,-0.22,-9.11022,0.865,63,7,,-0.156,-0.003
7,Senate,8977,47,0,NC,13,0,3,"STONE, David",S000955,1770.0,1818.0,-0.232,-0.973,-8.36688,0.881,66,1,,-0.25,-0.968
7,Senate,5744,14,0,PA,13,2,5,"LOGAN, George",L000401,1753.0,1821.0,-0.075,-0.458,-11.58466,0.845,69,4,,-0.17,-0.555
7,Senate,8070,14,0,PA,1,0,3,"ROSS, James",R000448,1762.0,1847.0,0.85,-0.526,-1.73401,0.946,31,1,,0.606,-0.39
7,Senate,2903,5,0,RI,13,2,3,"ELLERY, Christopher",E000114,1768.0,1840.0,-0.591,-0.806,-7.9098,0.897,73,4,,-0.393,-0.453
7,Senate,3315,5,0,RI,13,0,3,"FOSTER, Theodore",F000313,1752.0,1828.0,0.286,0.675,-14.07085,0.82,71,8,,0.16,0.392
7,Senate,1939,48,0,SC,13,0,3,"COLHOUN, John Ewing",C000627,1749.0,1802.0,,,,,,,,0.05,-0.999
7,Senate,7455,48,0,SC,13,1,3,"PINCKNEY, Charles",P000354,1757.0,1824.0,-0.474,0.534,,,,,,-0.719,-0.377
7,Senate,9088,48,0,SC,13,2,3,"SUMTER, Thomas",S001073,1734.0,1832.0,-0.687,-0.663,,,,,,-0.559,-0.572
7,Senate,174,54,0,TN,13,0,3,"ANDERSON, Joseph Inslee",A000197,1757.0,1837.0,-0.21,0.023,-13.03449,0.836,73,7,,-0.174,0.432
7,Senate,1888,54,0,TN,13,0,3,"COCKE, William",C000572,1748.0,1828.0,-0.45,0.222,-6.61288,0.905,66,2,,-0.44,0.199
7,Senate,956,6,0,VT,13,2,3,"BRADLEY, Stephen Row",B000745,1754.0,1830.0,0.09,-0.202,-18.32172,0.737,60,9,,0.008,-0.443
7,Senate,1706,6,0,VT,1,0,3,"CHIPMAN, Nathaniel",C000369,1752.0,1843.0,0.559,0.444,,,,,,0.701,-0.713
7,Senate,6063,40,0,VA,13,0,3,"MASON, Stevens Thomson",M000226,1760.0,1803.0,-0.617,-0.652,-5.07344,0.926,66,2,,-0.368,-0.193
7,Senate,6913,40,0,VA,13,0,3,"NICHOLAS, Wilson Cary",N000086,1761.0,1820.0,-0.185,0.025,-18.10061,0.78,73,10,,-0.137,0.093
