congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
32,President,99881,99,0,USA,29,,,"FILLMORE, Millard",F000115,1800.0,1874.0,,,,,,,,,
32,Senate,1827,41,0,AL,100,0,3,"CLEMENS, Jeremiah",C000501,1814.0,1865.0,-0.692,0.563,-50.8518,0.635,112,28,,-0.735,0.678
32,Senate,3192,41,0,AL,100,2,5,"FITZPATRICK, Benjamin",F000174,1802.0,1869.0,-0.692,0.588,-43.67094,0.654,103,19,,-0.793,0.609
32,Senate,5275,41,0,AL,100,1,3,"KING, William Rufus de Vane",K000217,1786.0,1853.0,-0.373,-0.088,-89.76914,0.611,182,52,,-0.526,0.248
32,Senate,865,42,0,AR,100,0,3,"BORLAND, Solon",B000642,1808.0,1864.0,-0.398,0.038,-203.26765,0.532,322,103,,-0.356,0.013
32,Senate,8339,42,0,AR,100,0,3,"SEBASTIAN, William King",S000216,1812.0,1865.0,-0.421,-0.046,-109.93069,0.601,216,52,,-0.369,-0.039
32,Senate,3887,71,0,CA,100,0,3,"GWIN, William McKendree",G000540,1805.0,1885.0,-0.381,-0.373,-128.93008,0.591,245,65,,-0.366,-0.377
32,Senate,9934,71,0,CA,100,0,3,"WELLER, John B.",W000274,1812.0,1875.0,-0.346,-0.314,-119.4336,0.609,241,55,,-0.393,-0.465
32,Senate,8691,1,0,CT,29,0,3,"SMITH, Truman",S000621,1791.0,1884.0,0.324,0.127,-103.35259,0.72,314,49,,0.243,0.158
32,Senate,9425,1,0,CT,100,0,3,"TOUCEY, Isaac",T000319,1792.0,1869.0,-0.405,-0.358,-88.98493,0.613,182,51,,-0.437,-0.063
32,Senate,525,11,0,DE,100,0,3,"BAYARD, James Asheton, Jr.",B000248,1799.0,1880.0,-0.351,0.517,-114.99,0.594,221,65,,-0.358,0.403
32,Senate,8818,11,0,DE,29,0,3,"SPRUANCE, Presley",S000760,1785.0,1863.0,0.174,0.3,-108.61172,0.7,304,55,,0.159,0.503
32,Senate,5942,43,0,FL,100,0,3,"MALLORY, Stephen Russell",M000084,1813.0,1873.0,-0.471,0.101,-113.69795,0.609,229,56,,-0.432,0.054
32,Senate,6739,43,0,FL,29,0,3,"MORTON, Jackson",M001015,1794.0,1874.0,-0.341,0.933,-113.89006,0.641,256,62,,-0.323,0.946
32,Senate,669,44,0,GA,29,1,3,"BERRIEN, John Macpherson",B000413,1781.0,1856.0,-0.142,0.654,-14.91431,0.773,58,7,,-0.167,0.986
32,Senate,1664,44,0,GA,100,2,5,"CHARLTON, Robert Milledge",C000324,1807.0,1854.0,-0.553,0.593,-74.90957,0.674,190,32,,-0.545,0.564
32,Senate,2431,44,0,GA,29,0,3,"DAWSON, William Crosby",D000156,1798.0,1856.0,-0.269,0.963,-114.33439,0.682,299,52,,-0.284,0.959
32,Senate,2692,21,0,IL,100,0,3,"DOUGLAS, Stephen Arnold",D000457,1813.0,1861.0,-0.26,-0.551,-112.74445,0.626,241,52,,-0.356,-0.756
32,Senate,8470,21,0,IL,100,0,3,"SHIELDS, James",S000362,1810.0,1879.0,-0.193,-0.402,-110.70249,0.644,252,41,,-0.148,-0.447
32,Senate,1038,22,0,IN,100,0,3,"BRIGHT, Jesse David",B000835,1812.0,1875.0,-0.445,-0.606,-135.42045,0.566,238,79,,-0.325,-0.512
32,Senate,1598,22,0,IN,100,2,5,"CATHCART, Charles William",C000250,1809.0,1888.0,-0.13,-0.557,,,,,,-0.285,-0.959
