congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
26,President,99876,99,0,USA,100,,,"VAN BUREN, Martin",V000009,1782.0,1862.0,0.105,-0.969,,,,,,,
26,Senate,1809,41,0,AL,100,0,3,"CLAY, Clement Comer",C000481,1789.0,1866.0,-0.472,0.067,-122.08443,0.669,304,70,,-0.468,0.172
26,Senate,5275,41,0,AL,100,0,3,"KING, William Rufus de Vane",K000217,1786.0,1853.0,-0.373,-0.088,-127.50905,0.665,312,64,,-0.327,0.0
26,Senate,3411,42,0,AR,100,0,3,"FULTON, William Savin",F000425,1795.0,1844.0,-0.608,0.433,-95.03403,0.725,295,44,,-0.55,0.39
26,Senate,8373,42,0,AR,100,0,3,"SEVIER, Ambrose Hundley",S000256,1801.0,1848.0,-0.636,0.528,-70.21362,0.7,197,34,,-0.564,0.515
26,Senate,682,1,0,CT,29,1,3,"BETTS, Thaddeus",B000428,1789.0,1840.0,0.436,-0.295,-7.57287,0.842,44,2,,0.429,-0.301
26,Senate,4768,1,0,CT,29,2,3,"HUNTINGTON, Jabez Williams",H000997,1788.0,1847.0,0.485,-0.02,-19.69267,0.878,152,9,,0.242,0.42
26,Senate,8675,1,0,CT,100,0,3,"SMITH, Perry",S000600,1783.0,1852.0,-0.35,-0.789,-42.82674,0.806,199,21,,-0.338,-0.71
26,Senate,527,11,0,DE,29,6,3,"BAYARD, Richard Henry",B000251,1796.0,1868.0,0.113,0.385,-5.04961,0.889,43,2,,0.328,0.945
26,Senate,1825,11,0,DE,29,0,3,"CLAYTON, Thomas",C000499,1777.0,1854.0,0.442,-0.271,-63.06195,0.789,266,22,,0.379,-0.115
26,Senate,2284,44,0,GA,100,0,3,"CUTHBERT, Alfred",C001023,1785.0,1856.0,-0.338,0.002,-66.74932,0.677,171,29,,-0.292,-0.055
26,Senate,5837,44,0,GA,100,0,3,"LUMPKIN, Wilson",L000512,1783.0,1870.0,-0.446,-0.178,-123.62683,0.66,298,62,,-0.378,-0.346
26,Senate,7983,21,0,IL,100,0,3,"ROBINSON, John McCracken",R000344,1794.0,1843.0,-0.67,0.742,-140.18452,0.589,265,85,,-0.821,0.571
26,Senate,10453,21,0,IL,100,0,3,"YOUNG, Richard Montgomery",Y000050,1798.0,1861.0,-0.576,0.446,-106.28767,0.65,247,47,,-0.54,0.572
26,Senate,8674,22,0,IN,29,0,3,"SMITH, Oliver Hampton",S000599,1794.0,1859.0,0.181,0.025,-129.00531,0.65,300,75,,0.194,-0.089
26,Senate,10005,22,0,IN,29,0,3,"WHITE, Albert Smith",W000351,1803.0,1864.0,0.263,-0.203,-95.74702,0.702,271,51,,0.092,0.116
26,Senate,1810,51,0,KY,29,0,3,"CLAY, Henry",C000482,1777.0,1852.0,0.262,0.547,-32.70015,0.852,204,13,,0.31,0.603
26,Senate,2181,51,0,KY,29,0,3,"CRITTENDEN, John Jordan",C000912,1786.0,1863.0,0.03,0.669,-39.58481,0.803,180,13,,0.114,0.609
26,Senate,6770,45,0,LA,100,0,3,"MOUTON, Alexander",M001050,1804.0,1885.0,-0.584,0.184,-67.53693,0.728,213,37,,-0.622,0.314
26,Senate,6912,45,0,LA,100,0,3,"NICHOLAS, Robert Carter",N000085,1793.0,1857.0,-0.284,0.212,-104.03149,0.669,259,47,,-0.356,0.356
26,Senate,8109,2,0,ME,100,0,3,"RUGGLES, John",R000502,1789.0,1874.0,-0.185,0.573,-84.07743,0.681,219,45,,0.461,0.597
26,Senate,10174,2,0,ME,100,0,3,"WILLIAMS, Reuel",W000532,1783.0,1862.0,-0.2,-0.531,-109.06019,0.651,254,59,,-0.162,-0.541
26,Senate,5209,52,0,MD,29,2,3,"KERR, John Leeds",K000139,1780.0,1844.0,0.11,0.702,-1.17316,0.96,29,0,,0.064,0.998
26,Senate,6427,52,0,MD,29,0,3,"MERRICK, William Duhurst",M000654,1793.0,1857.0,-0.041,0.867,-37.33825,0.858,244,14,,0.081,0.997
