congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
44,President,99886,99,0,USA,200,,,"GRANT, Hiram Ulysses",,1822,1885,0.18,0.018,,,,,,,
44,Senate,3657,41,0,AL,100,0,3,"GOLDTHWAITE, George",G000266,1809,1879,-0.569,0.169,-62.22933,0.762,229,36,,-0.567,0.177
44,Senate,8783,41,0,AL,200,0,3,"SPENCER, George Eliphaz",S000723,1836,1893,0.283,0.959,-60.45768,0.793,260,28,,0.328,0.945
44,Senate,1824,42,0,AR,200,0,3,"CLAYTON, Powell",C000498,1833,1914,0.315,0.882,-60.4661,0.763,223,28,,0.243,0.97
44,Senate,2678,42,0,AR,200,0,3,"DORSEY, Stephen Wallace",D000441,1842,1916,0.322,0.913,-31.12418,0.84,178,11,,0.385,0.923
44,Senate,854,71,0,CA,331,0,3,"BOOTH, Newton",B000630,1825,1892,0.104,-0.118,-160.48378,0.603,317,94,,0.079,-0.355
44,Senate,8218,71,0,CA,200,0,3,"SARGENT, Aaron Augustus",S000065,1827,1887,0.289,-0.272,-134.02778,0.664,327,85,,0.248,-0.244
44,Senate,1616,62,0,CO,200,0,3,"CHAFFEE, Jerome Bunty",C000271,1825,1886,0.251,0.499,-22.82705,0.731,73,13,,0.182,0.244
44,Senate,9246,62,0,CO,200,0,3,"TELLER, Henry Moore",T000116,1830,1914,0.161,0.485,-22.36384,0.709,65,11,,0.207,0.186
44,Senate,455,1,0,CT,100,3,3,"BARNUM, William Henry",B000166,1818,1889,-0.187,-0.041,,,,,,-0.423,0.041
44,Senate,2832,1,0,CT,100,0,3,"EATON, William Wallace",E000028,1816,1898,-0.37,-0.764,-128.10304,0.647,294,57,,-0.381,-0.924
44,Senate,2968,1,0,CT,100,2,5,"ENGLISH, James Edward",E000185,1812,1890,-0.123,0.218,-35.93546,0.598,70,22,,-0.253,-0.345
44,Senate,3122,1,0,CT,200,1,3,"FERRY, Orris Sanford",F000094,1823,1875,0.178,-0.476,,,,,,-0.412,-0.044
44,Senate,528,11,0,DE,100,0,3,"BAYARD, Thomas Francis, Sr.",B000253,1828,1898,-0.412,-0.656,-54.0928,0.8,242,23,,-0.389,-0.47
44,Senate,8222,11,0,DE,100,0,3,"SAULSBURY, Eli",S000072,1817,1893,-0.645,-0.586,-51.76402,0.816,255,19,,-0.674,-0.737
44,Senate,2003,43,0,FL,200,0,3,"CONOVER, Simon Barclay",C000701,1840,1908,0.133,0.991,-46.54891,0.749,161,21,,0.265,0.964
44,Senate,5026,43,0,FL,100,0,3,"JONES, Charles William",J000214,1834,1897,-0.353,0.055,-81.95049,0.716,245,40,,-0.288,0.111
44,Senate,3697,44,0,GA,100,0,3,"GORDON, John Brown",G000313,1832,1904,-0.376,0.145,-46.96325,0.812,225,23,,-0.451,0.261
44,Senate,6978,44,0,GA,100,0,3,"NORWOOD, Thomas Manson",N000160,1830,1913,-0.491,0.054,-77.49064,0.781,314,37,,-0.569,0.013
44,Senate,5746,21,0,IL,200,0,3,"LOGAN, John Alexander",L000403,1826,1886,0.215,0.336,-96.34342,0.726,301,47,,0.332,0.403
44,Senate,7036,21,0,IL,200,0,3,"OGLESBY, Richard James",O000048,1824,1899,0.27,0.256,-107.33297,0.676,274,63,,0.266,0.124
44,Senate,6219,22,0,IN,100,0,3,"McDONALD, Joseph Ewing",M000412,1819,1891,-0.296,-0.144,-70.12898,0.716,210,32,,-0.35,-0.183
44,Senate,6744,22,0,IN,200,0,3,"MORTON, Oliver Hazard Perry Throck",M001020,1823,1877,0.306,0.38,-58.05645,0.766,218,27,,0.328,0.407
44,Senate,141,31,0,IA,200,0,3,"ALLISON, William Boyd",A000160,1829,1908,0.314,-0.187,-102.5538,0.757,368,38,,0.388,-0.142
44,Senate,10387,31,0,IA,200,0,3,"WRIGHT, George Grover",W000759,1820,1896,0.28,-0.206,-119.86315,0.684,316,62,,0.261,-0.061
44,Senate,4162,32,0,KS,200,0,3,"HARVEY, James Madison",H000307,1833,1894,0.191,0.982,-88.97218,0.72,271,44,,0.164,0.987
44,Senate,4801,32,0,KS,200,0,3,"INGALLS, John James",I000012,1833,1900,0.196,0.429,-123.51223,0.704,352,56,,0.208,0.586
44,Senate,6197,51,0,KY,100,0,3,"McCREERY, Thomas Clay",M000385,1816,1890,-0.881,-0.03,-98.13821,0.772,379,52,,-0.893,-0.022
44,Senate,8922,51,0,KY,100,0,3,"STEVENSON, John White",S000894,1812,1886,-0.597,-0.226,-58.23595,0.798,258,26,,-0.582,-0.348
44,Senate,9961,45,0,LA,200,0,3,"WEST, Joseph Rodman",W000303,1822,1898,0.224,0.497,-88.65357,0.739,293,41,,0.325,0.299
44,Senate,760,2,0,ME,200,2,5,"BLAINE, James Gillespie",B000519,1830,1893,0.269,0.106,,,,,,0.195,0.39
44,Senate,4001,2,0,ME,200,0,3,"HAMLIN, Hannibal",H000121,1809,1891,0.195,-0.981,-109.1658,0.671,274,64,,0.486,-0.459
44,Senate,6697,2,0,ME,200,1,3,"MORRILL, Lot Myrick",M000970,1813,1883,0.306,-0.598,-37.51789,0.804,172,11,,0.337,-0.619
44,Senate,2500,52,0,MD,100,0,3,"DENNIS, George Robertson",D000242,1822,1882,-0.379,0.196,-65.71782,0.756,235,34,,-0.323,0.285
44,Senate,10082,52,0,MD,100,0,3,"WHYTE, William Pinkney",W000435,1824,1908,-0.425,-0.815,-62.42642,0.773,242,31,,-0.528,-0.527
44,Senate,889,3,0,MA,200,0,3,"BOUTWELL, George Sewel",B000674,1818,1905,0.386,-0.299,-82.82369,0.754,293,33,,0.441,-0.475
44,Senate,2423,3,0,MA,200,0,3,"DAWES, Henry Laurens",D000148,1816,1903,0.285,-0.243,-115.59642,0.665,283,59,,0.254,-0.71
44,Senate,1714,23,0,MI,200,0,3,"CHRISTIANCY, Isaac Peckham",C000379,1812,1890,0.201,-0.324,-117.58782,0.675,299,56,,0.195,-0.12
44,Senate,3123,23,0,MI,200,0,3,"FERRY, Thomas White",F000095,1827,1896,0.315,0.134,-107.10429,0.743,360,49,,0.317,0.294
44,Senate,6355,33,0,MN,200,0,3,"McMILLAN, Samuel James Renwick",M000570,1826,1897,0.422,-0.096,-81.34324,0.763,300,42,,0.364,0.075
44,Senate,10268,33,0,MN,200,0,3,"WINDOM, William",W000629,1827,1891,0.319,-0.065,-95.67279,0.748,330,38,,0.33,0.058
44,Senate,67,46,0,MS,200,0,3,"ALCORN, James Lusk",A000079,1816,1894,0.065,0.445,-58.44371,0.617,121,26,,0.02,0.451
44,Senate,1155,46,0,MS,200,0,3,"BRUCE, Blanche Kelso",B000968,1841,1898,0.314,0.936,-44.31297,0.821,224,18,,0.404,0.841
44,Senate,825,34,0,MO,100,0,3,"BOGY, Lewis Vital",B000595,1813,1877,-0.624,0.625,-86.78894,0.769,331,43,,-0.606,0.626
44,Senate,1892,34,0,MO,100,0,3,"COCKRELL, Francis Marion",C000576,1834,1915,-0.513,0.289,-101.34103,0.757,364,40,,-0.659,0.667
44,Senate,4457,35,0,NE,200,0,3,"HITCHCOCK, Phineas Warren",H000648,1831,1881,0.209,0.638,-142.24648,0.614,292,76,,0.072,0.997
44,Senate,7148,35,0,NE,200,0,3,"PADDOCK, Algernon Sidney",P000010,1830,1897,0.248,0.542,-106.20122,0.737,348,44,,0.253,0.71
44,Senate,5046,65,0,NV,200,0,3,"JONES, John Percival",J000237,1829,1912,0.204,0.232,-46.51227,0.744,157,21,,0.252,0.246
44,Senate,8405,65,0,NV,200,0,3,"SHARON, William",S000292,1821,1885,0.163,0.486,-22.06477,0.701,62,13,,0.241,0.147
44,Senate,2129,4,0,NH,200,0,3,"CRAGIN, Aaron Harrison",C000852,1821,1898,0.344,-0.309,-75.88498,0.785,313,24,,0.388,-0.237
44,Senate,9702,4,0,NH,200,0,3,"WADLEIGH, Bainbridge",W000009,1831,1891,0.216,-0.582,-97.88752,0.651,228,52,,0.175,-0.533
44,Senate,3362,12,0,NJ,200,0,3,"FRELINGHUYSEN, Frederick Theodore",F000369,1817,1885,0.332,-0.628,-92.73273,0.758,335,35,,0.375,-0.518
44,Senate,7726,12,0,NJ,100,0,3,"RANDOLPH, Theodore Fitz",R000050,1826,1883,-0.408,-0.661,-56.17848,0.778,224,27,,-0.358,-0.41
44,Senate,1984,13,0,NY,200,0,3,"CONKLING, Roscoe",C000681,1829,1888,0.306,-0.39,-94.80911,0.739,314,43,,0.384,-0.489
44,Senate,5202,13,0,NY,100,0,3,"KERNAN, Francis",K000133,1816,1892,-0.365,-0.853,-81.12389,0.781,329,33,,-0.329,-0.844
44,Senate,6432,47,0,NC,100,0,3,"MERRIMON, Augustus Summerfield",M000659,1830,1892,-0.499,-0.023,-104.4829,0.696,288,50,,-0.467,-0.103
44,Senate,7737,47,0,NC,100,0,3,"RANSOM, Matt Whitaker",R000062,1826,1904,-0.417,-0.086,-82.61342,0.748,285,41,,-0.435,-0.107
44,Senate,8454,24,0,OH,200,0,3,"SHERMAN, John",S000346,1823,1900,0.235,-0.35,-140.81307,0.616,291,80,,0.222,-0.241
44,Senate,9367,24,0,OH,100,0,3,"THURMAN, Allen Granberry",T000251,1813,1895,-0.374,-0.246,-47.33523,0.784,195,25,,-0.592,-0.618
44,Senate,5152,72,0,OR,100,0,3,"KELLY, James Kerr",K000074,1819,1903,-0.383,-0.139,-93.43662,0.753,330,46,,-0.463,0.189
44,Senate,6565,72,0,OR,200,0,3,"MITCHELL, John Hipple",M000818,1835,1905,0.285,0.443,-101.28288,0.729,321,42,,0.231,0.436
44,Senate,1437,14,0,PA,200,0,3,"CAMERON, Simon",C000068,1799,1889,0.275,-0.163,-73.94651,0.662,179,42,,0.266,0.095
44,Senate,9770,14,0,PA,100,0,3,"WALLACE, William Andrew",W000084,1827,1896,-0.477,-0.307,-75.30669,0.749,261,39,,-0.373,-0.615
44,Senate,212,5,0,RI,200,0,3,"ANTHONY, Henry Bowen",A000262,1815,1884,0.286,-0.725,-68.84312,0.789,290,26,,0.369,-0.734
44,Senate,1299,5,0,RI,200,0,3,"BURNSIDE, Ambrose Everett",B001130,1824,1881,0.218,-0.323,-61.11373,0.701,172,39,,0.261,-0.198
44,Senate,7248,48,0,SC,200,0,3,"PATTERSON, John James",P000123,1830,1912,0.1,0.995,-73.62071,0.751,257,36,,0.213,0.962
44,Senate,7967,48,0,SC,200,0,3,"ROBERTSON, Thomas James",R000327,1823,1897,0.128,0.44,-138.26739,0.571,247,80,,0.058,0.259
44,Senate,342,54,0,TN,100,3,3,"BAILEY, James Edmund",B000039,1822,1885,-0.556,-0.097,-19.68108,0.68,51,6,,-0.33,-0.352
44,Senate,2046,54,0,TN,100,0,3,"COOPER, Henry",C000751,1827,1884,-0.495,-0.312,-113.80178,0.713,337,58,,-0.474,-0.054
44,Senate,4940,54,0,TN,100,1,3,"JOHNSON, Andrew",J000116,1808,1875,-0.35,-0.121,,,,,,-0.436,0.077
44,Senate,5222,54,0,TN,100,2,5,"KEY, David McKendree",K000156,1824,1900,-0.351,0.708,-112.90406,0.677,289,53,,-0.385,0.923
44,Senate,3995,49,0,TX,200,0,3,"HAMILTON, Morgan Calvin",H000115,1809,1893,0.1,-0.416,-145.04675,0.577,264,76,,0.034,-0.318
44,Senate,6093,49,0,TX,100,0,3,"MAXEY, Samuel Bell",M000265,1825,1895,-0.479,0.301,-113.54815,0.729,359,48,,-0.361,0.456
44,Senate,2855,6,0,VT,200,0,3,"EDMUNDS, George Franklin",E000056,1828,1919,0.274,-0.962,-109.31163,0.701,308,61,,0.246,-0.969
44,Senate,6696,6,0,VT,200,0,3,"MORRILL, Justin Smith",M000969,1810,1898,0.311,-0.773,-115.00117,0.733,371,58,,0.275,-0.961
44,Senate,5005,40,0,VA,100,0,3,"JOHNSTON, John Warfield",J000191,1818,1889,-0.42,0.069,-43.66293,0.799,195,20,,-0.476,-0.017
44,Senate,10295,40,0,VA,100,0,3,"WITHERS, Robert Enoch",W000659,1821,1907,-0.441,0.058,-130.39923,0.704,372,56,,-0.421,-0.005
44,Senate,1491,56,0,WV,100,1,3,"CAPERTON, Allen Taylor",C000130,1810,1876,-0.512,0.611,-45.99466,0.798,204,25,,-0.503,0.581
44,Senate,2384,56,0,WV,100,0,3,"DAVIS, Henry Gassaway",D000103,1823,1916,-0.419,-0.438,-81.99511,0.774,320,38,,-0.496,-0.399
44,Senate,4352,56,0,WV,100,3,3,"HEREFORD, Frank",H000527,1825,1891,-0.521,0.09,,,,,,-0.546,0.025
44,Senate,7616,56,0,WV,100,2,5,"PRICE, Samuel",P000530,1805,1884,,,,,,,,-0.267,-0.346
44,Senate,1434,25,0,WI,200,0,3,"CAMERON, Angus",C000064,1826,1897,0.314,0.13,-89.43097,0.742,300,43,,0.35,0.116
44,Senate,4642,25,0,WI,200,0,3,"HOWE, Timothy Otis",H000856,1816,1883,0.315,-0.119,-101.15479,0.721,309,48,,0.375,-0.333
