congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
33,President,99882,99,0,USA,100,0,0,"PIERCE, Franklin",P000333,1804.0,1869.0,0.256,0.132,-8.49322,0.568,15,4,,,
33,Senate,1808,41,0,AL,100,0,3,"CLAY, Clement Claiborne, Jr.",C000480,1816.0,1882.0,-0.592,0.806,-142.40286,0.699,397,58,,-0.678,0.735
33,Senate,3192,41,0,AL,100,0,3,"FITZPATRICK, Benjamin",F000174,1802.0,1869.0,-0.692,0.588,-173.49341,0.695,477,80,,-0.753,0.658
33,Senate,865,42,0,AR,100,1,3,"BORLAND, Solon",B000642,1808.0,1864.0,-0.398,0.038,,,,,,0.222,-0.975
33,Senate,4990,42,0,AR,100,2,3,"JOHNSON, Robert Ward",J000172,1814.0,1879.0,-0.416,0.188,-142.72264,0.65,331,66,,-0.457,0.052
33,Senate,8339,42,0,AR,100,0,3,"SEBASTIAN, William King",S000216,1812.0,1865.0,-0.421,-0.046,-160.14749,0.67,400,73,,-0.424,-0.012
33,Senate,3887,71,0,CA,100,0,3,"GWIN, William McKendree",G000540,1805.0,1885.0,-0.381,-0.373,-172.04465,0.623,363,85,,-0.323,-0.425
33,Senate,9934,71,0,CA,100,0,3,"WELLER, John B.",W000274,1812.0,1875.0,-0.346,-0.314,-230.37126,0.614,473,118,,-0.337,-0.342
33,Senate,3602,1,0,CT,300,2,3,"GILLETTE, Francis",G000204,1807.0,1879.0,0.519,-0.855,-106.86243,0.736,349,56,,0.548,-0.766
33,Senate,8691,1,0,CT,29,1,3,"SMITH, Truman",S000621,1791.0,1884.0,0.324,0.127,-16.91565,0.758,61,9,,0.286,0.283
33,Senate,9425,1,0,CT,100,0,3,"TOUCEY, Isaac",T000319,1792.0,1869.0,-0.405,-0.358,-181.01178,0.616,374,98,,-0.468,0.059
33,Senate,525,11,0,DE,100,0,3,"BAYARD, James Asheton, Jr.",B000248,1799.0,1880.0,-0.351,0.517,-214.12922,0.55,358,115,,-0.35,0.743
33,Senate,1822,11,0,DE,29,0,3,"CLAYTON, John Middleton",C000496,1796.0,1856.0,0.395,0.883,-97.82722,0.719,297,43,,0.152,0.988
33,Senate,5942,43,0,FL,100,0,3,"MALLORY, Stephen Russell",M000084,1813.0,1873.0,-0.471,0.101,-171.78965,0.629,370,86,,-0.452,0.222
33,Senate,6739,43,0,FL,29,0,3,"MORTON, Jackson",M001015,1794.0,1874.0,-0.341,0.933,-137.42554,0.625,292,75,,-0.311,0.95
33,Senate,2431,44,0,GA,29,0,3,"DAWSON, William Crosby",D000156,1798.0,1856.0,-0.269,0.963,-160.84646,0.684,424,74,,-0.317,0.948
33,Senate,9423,44,0,GA,29,0,3,"TOOMBS, Robert Augustus",T000313,1810.0,1885.0,-0.345,0.939,-134.74345,0.615,277,70,,-0.462,0.887
33,Senate,2692,21,0,IL,100,0,3,"DOUGLAS, Stephen Arnold",D000457,1813.0,1861.0,-0.26,-0.551,-147.33065,0.653,346,70,,-0.325,-0.573
33,Senate,8470,21,0,IL,100,0,3,"SHIELDS, James",S000362,1810.0,1879.0,-0.193,-0.402,-152.48831,0.626,326,81,,-0.138,-0.436
33,Senate,1038,22,0,IN,100,0,3,"BRIGHT, Jesse David",B000835,1812.0,1875.0,-0.445,-0.606,-225.00012,0.539,364,127,,-0.362,-0.491
33,Senate,7383,22,0,IN,100,0,3,"PETTIT, John",P000277,1807.0,1877.0,-0.173,-0.446,-237.91462,0.558,408,122,,-0.189,-0.517
33,Senate,2640,31,0,IA,100,0,3,"DODGE, Augustus Caesar",D000394,1812.0,1883.0,-0.369,-0.874,-133.99829,0.71,392,57,,-0.413,-0.911
33,Senate,5032,31,0,IA,100,0,3,"JONES, George Wallace",J000221,1804.0,1896.0,-0.345,-0.608,-146.00435,0.681,380,64,,-0.316,-0.7
33,Senate,2615,51,0,KY,29,0,3,"DIXON, Archibald",D000367,1802.0,1876.0,-0.136,0.631,-33.26816,0.715,99,16,,-0.135,0.684
33,Senate,9330,51,0,KY,29,0,3,"THOMPSON, John Burton",T000208,1810.0,1874.0,-0.072,0.75,-161.23993,0.653,379,81,,-0.031,0.842
33,Senate,627,45,0,LA,29,0,3,"BENJAMIN, Judah Philip",B000365,1811.0,1884.0,-0.249,0.373,-211.04918,0.588,398,122,,-0.169,0.421
33,Senate,8575,45,0,LA,100,2,3,"SLIDELL, John",S000487,1793.0,1871.0,-0.486,0.144,-196.77081,0.627,421,94,,-0.438,-0.158
33,Senate,8745,45,0,LA,100,1,3,"SOULÉ, Pierre",S000682,1801.0,1870.0,-0.46,0.085,,,,,,-0.353,-0.237
