congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
39,President,99884,99,0,USA,200,,,"LINCOLN, Abraham",L000313,1809,1865,0.431,0.902,,,,,,,
39,President,99885,99,0,USA,200,,,"JOHNSON, Andrew",J000116,1808,1875,,,,,,,,,
39,Senate,1997,71,0,CA,200,0,3,"CONNESS, John",C000695,1821,1909,0.328,0.036,-146.68141,0.705,419,65,,0.301,0.012
39,Senate,6222,71,0,CA,100,0,3,"McDOUGALL, James Alexander",M000416,1817,1867,-0.153,0.254,-108.67679,0.628,234,50,,-0.181,0.229
39,Senate,2617,1,0,CT,200,0,3,"DIXON, James",D000369,1814,1873,0.108,-0.228,-114.11813,0.572,204,65,,-0.005,-0.61
39,Senate,3310,1,0,CT,200,0,3,"FOSTER, Lafayette Sabine",F000308,1806,1880,0.142,-0.838,-142.73802,0.714,423,67,,0.173,-0.985
39,Senate,7892,11,0,DE,100,0,3,"RIDDLE, George Read",R000239,1817,1867,-0.275,0.418,-62.27269,0.788,261,27,,-0.535,0.412
39,Senate,8223,11,0,DE,100,0,3,"SAULSBURY, Willard, Sr.",S000074,1820,1892,-0.516,0.265,-39.10436,0.852,244,18,,-0.573,0.428
39,Senate,9492,21,0,IL,200,0,3,"TRUMBULL, Lyman",T000392,1813,1896,0.127,-0.081,-243.89495,0.558,418,145,,0.173,0.196
39,Senate,10419,21,0,IL,200,0,3,"YATES, Richard",Y000012,1815,1873,0.278,0.487,-99.08886,0.737,324,48,,0.268,0.758
39,Senate,4319,22,0,IN,100,0,3,"HENDRICKS, Thomas Andrews",H000493,1819,1885,-0.436,0.182,-98.44178,0.788,413,44,,-0.353,0.354
39,Senate,5442,22,0,IN,200,0,3,"LANE, Henry Smith",L000060,1811,1881,0.142,0.345,-164.83516,0.658,394,80,,0.209,0.491
39,Senate,3834,31,0,IA,200,0,3,"GRIMES, James Wilson",G000475,1816,1872,0.171,0.033,-197.9384,0.576,359,115,,0.174,0.032
39,Senate,4077,31,0,IA,200,1,3,"HARLAN, James",H000211,1820,1899,0.335,0.183,,,,,,-0.026,1.0
39,Senate,5299,31,0,IA,200,2,5,"KIRKWOOD, Samuel Jordan",K000242,1813,1894,0.27,0.282,-163.62042,0.64,367,90,,0.229,0.253
39,Senate,5443,32,0,KS,200,1,3,"LANE, James Henry",L000061,1814,1866,0.093,0.091,-39.30312,0.685,104,20,,0.044,0.115
39,Senate,7518,32,0,KS,200,0,3,"POMEROY, Samuel Clarke",P000423,1816,1891,0.357,0.235,-144.1735,0.671,361,74,,0.364,0.113
39,Senate,8067,32,0,KS,200,2,5,"ROSS, Edmund Gibson",R000445,1826,1907,0.065,0.617,-71.31539,0.652,167,33,,0.161,0.425
39,Senate,2380,51,0,KY,100,0,3,"DAVIS, Garrett",D000099,1801,1872,-0.121,0.638,-152.9857,0.685,404,73,,-0.475,0.503
39,Senate,3884,51,0,KY,100,0,3,"GUTHRIE, James",G000534,1792,1869,-0.524,-0.279,-64.28171,0.782,262,36,,-0.505,-0.274
39,Senate,3127,2,0,ME,200,0,3,"FESSENDEN, William Pitt",F000099,1806,1869,0.244,-0.438,-158.39276,0.674,402,67,,0.317,-0.948
39,Senate,6697,2,0,ME,200,0,3,"MORRILL, Lot Myrick",M000970,1813,1883,0.306,-0.598,-132.95652,0.695,365,68,,0.318,-0.435
39,Senate,2173,52,0,MD,203,0,3,"CRESWELL, John Angel James",C000904,1828,1891,0.277,0.278,-105.78127,0.716,316,51,,0.289,0.318
39,Senate,4987,52,0,MD,100,0,3,"JOHNSON, Reverdy",J000169,1796,1876,-0.091,0.035,-121.49411,0.702,343,66,,-0.162,-0.307
39,Senate,9083,3,0,MA,200,0,3,"SUMNER, Charles",S001068,1811,1874,0.342,-0.244,-203.34535,0.613,416,107,,0.365,-0.219
39,Senate,10225,3,0,MA,200,0,3,"WILSON, Henry",W000585,1812,1875,0.332,-0.22,-176.25625,0.674,447,82,,0.372,-0.127
39,Senate,1642,23,0,MI,200,0,3,"CHANDLER, Zachariah",C000299,1813,1879,0.601,0.059,-92.58533,0.798,411,41,,0.692,0.41
39,Senate,4627,23,0,MI,200,0,3,"HOWARD, Jacob Merritt",H000839,1805,1871,0.425,0.203,-116.92827,0.736,382,57,,0.481,0.407
39,Senate,6965,33,0,MN,200,0,3,"NORTON, Daniel Sheldon",N000145,1829,1870,-0.138,0.13,-122.03193,0.69,329,62,,-0.109,0.003
39,Senate,7703,33,0,MN,200,0,3,"RAMSEY, Alexander",R000026,1815,1903,0.339,0.296,-138.68538,0.707,400,72,,0.282,0.256
39,Senate,1100,34,0,MO,200,0,3,"BROWN, Benjamin Gratz",B000905,1826,1885,0.234,0.319,-138.03322,0.58,253,78,,0.179,0.447
39,Senate,4310,34,0,MO,200,0,3,"HENDERSON, John Brooks",H000483,1826,1913,0.025,0.206,-190.90843,0.596,369,100,,0.082,0.168
39,Senate,6992,65,0,NV,200,0,3,"NYE, James Warren",N000177,1815,1876,0.402,0.287,-69.73239,0.765,260,31,,0.402,0.189
39,Senate,8948,65,0,NV,200,0,3,"STEWART, William Morris",S000922,1827,1909,0.252,0.215,-171.94993,0.651,401,74,,0.204,0.125
39,Senate,1759,4,0,NH,200,1,3,"CLARK, Daniel",C000427,1809,1891,0.27,-0.815,-84.0382,0.673,212,50,,0.292,-0.584
39,Senate,2129,4,0,NH,200,0,3,"CRAGIN, Aaron Harrison",C000852,1821,1898,0.344,-0.309,-106.28533,0.715,317,47,,0.357,-0.284
39,Senate,3247,4,0,NH,200,2,5,"FOGG, George Gilman",F000234,1813,1881,0.284,-0.325,-83.02672,0.593,159,46,,0.284,-0.324
39,Senate,1602,12,0,NJ,200,2,3,"CATTELL, Alexander Gilmore",C000254,1816,1894,0.33,-0.333,-46.74712,0.726,146,14,,0.371,-0.401
39,Senate,3362,12,0,NJ,200,2,5,"FRELINGHUYSEN, Frederick Theodore",F000369,1817,1885,0.332,-0.628,-56.72073,0.698,158,29,,0.355,-0.413
39,Senate,8962,12,0,NJ,100,1,3,"STOCKTON, John Potter",S000939,1826,1900,-0.369,-0.295,-3.96598,0.929,54,0,,-0.564,-0.583
39,Senate,10400,12,0,NJ,100,1,3,"WRIGHT, William",W000772,1794,1866,-0.092,0.545,,,,,,-0.422,0.518
39,Senate,4103,13,0,NY,200,0,3,"HARRIS, Ira",H000242,1802,1875,0.119,-0.328,-173.71188,0.624,368,96,,0.211,-0.417
39,Senate,6677,13,0,NY,200,0,3,"MORGAN, Edwin Denison",M000949,1811,1883,0.3,-0.727,-195.59224,0.657,466,104,,0.226,-0.799
39,Senate,8454,24,0,OH,200,0,3,"SHERMAN, John",S000346,1823,1900,0.235,-0.35,-223.21675,0.582,413,122,,0.201,-0.215
39,Senate,9698,24,0,OH,200,0,3,"WADE, Benjamin Franklin",W000005,1800,1878,0.564,0.134,-126.75095,0.761,463,68,,0.628,0.331
39,Senate,6880,72,0,OR,100,0,3,"NESMITH, James Willis",N000050,1820,1885,-0.228,0.114,-80.44919,0.739,266,47,,-0.253,0.182
39,Senate,10143,72,0,OR,200,0,3,"WILLIAMS, George Henry",W000498,1823,1910,0.292,-0.242,-201.4151,0.636,445,118,,0.264,-0.205
39,Senate,1200,14,0,PA,100,0,3,"BUCKALEW, Charles Rollin",B001019,1821,1899,-0.43,0.051,-99.89595,0.784,411,46,,-0.66,-0.133
39,Senate,2101,14,0,PA,200,0,3,"COWAN, Edgar",C000819,1815,1885,-0.257,-0.83,-74.59769,0.761,273,35,,-0.326,-0.702
39,Senate,212,5,0,RI,200,0,3,"ANTHONY, Henry Bowen",A000262,1815,1884,0.286,-0.725,-130.09877,0.673,328,68,,0.271,-0.583
39,Senate,8806,5,0,RI,200,0,3,"SPRAGUE, William",S000747,1830,1915,0.122,0.024,-229.04518,0.54,372,133,,0.195,-0.052
39,Senate,3326,54,0,TN,203,0,3,"FOWLER, Joseph Smith",F000324,1820,1902,-0.135,0.991,-79.2564,0.563,138,41,,0.167,0.573
39,Senate,7237,54,0,TN,206,0,3,"PATTERSON, David Trotter",P000110,1818,1891,-0.289,0.45,-57.01078,0.742,191,30,,-0.281,0.476
39,Senate,1940,6,0,VT,200,1,3,"COLLAMER, Jacob",C000628,1791,1865,0.193,-0.156,,,,,,0.124,-0.992
39,Senate,2855,6,0,VT,200,2,5,"EDMUNDS, George Franklin",E000056,1828,1919,0.274,-0.962,-117.77933,0.682,308,61,,0.301,-0.954
39,Senate,3256,6,0,VT,200,1,3,"FOOT, Solomon",F000248,1802,1866,0.27,-0.059,-6.24791,0.823,32,3,,0.357,-0.927
39,Senate,7504,6,0,VT,200,2,5,"POLAND, Luke Potter",P000406,1815,1887,0.231,-0.075,-172.88821,0.626,369,91,,0.286,-0.506
39,Senate,9642,56,0,WV,203,0,3,"VAN WINKLE, Peter Godwin",V000066,1808,1872,0.025,-0.109,-197.18976,0.644,448,95,,0.017,-0.076
39,Senate,10129,56,0,WV,200,0,3,"WILLEY, Waitman Thomas",W000484,1811,1900,0.06,-0.037,-198.79553,0.644,452,94,,0.076,-0.098
39,Senate,2668,25,0,WI,200,0,3,"DOOLITTLE, James Rood",D000428,1815,1897,-0.006,-0.617,-127.72956,0.699,357,57,,-0.119,-0.37
39,Senate,4642,25,0,WI,200,0,3,"HOWE, Timothy Otis",H000856,1816,1883,0.315,-0.119,-165.69371,0.664,404,78,,0.381,-0.025
