congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
63,President,99895,99,0,USA,100,0,0,"WILSON, Thomas Woodrow",,1856,1924,-0.398,-0.559,-0.48676,0.957,11,0,,,
63,Senate,403,41,0,AL,100,0,3,"BANKHEAD, John Hollis",B000110,1842,1920,-0.38,-0.492,-121.06271,0.696,334,49,,-0.212,-0.931
63,Senate,5007,41,0,AL,100,1,3,"JOHNSTON, Joseph Forney",J000193,1843,1913,-0.477,-0.713,-3.81195,0.915,43,2,,-0.358,-0.453
63,Senate,10021,41,0,AL,100,2,2,"WHITE, Francis Shelley (Frank)",W000368,1847,1922,-0.478,-0.234,-82.31423,0.756,294,41,,-0.472,-0.21
63,Senate,273,61,0,AZ,100,0,3,"ASHURST, Henry Fountain",A000319,1874,1962,-0.231,0.211,-126.93039,0.777,504,54,,-0.279,0.397
63,Senate,8665,61,0,AZ,100,0,3,"SMITH, Marcus Aurelius",S000589,1851,1924,-0.338,-0.297,-54.23662,0.863,367,24,,-0.335,-0.215
63,Senate,1793,42,0,AR,100,0,3,"CLARKE, James Paul",C000463,1854,1916,-0.132,-0.021,-64.7988,0.742,217,38,,-0.148,-0.231
63,Senate,7986,42,0,AR,100,0,3,"ROBINSON, Joseph Taylor",R000347,1872,1937,-0.425,-0.275,-54.28636,0.865,374,27,,-0.411,-0.205
63,Senate,7345,71,0,CA,200,0,3,"PERKINS, George Clement",P000232,1839,1923,0.308,-0.021,-163.22588,0.709,475,81,,0.28,-0.007
63,Senate,10372,71,0,CA,200,0,3,"WORKS, John Downey",W000743,1847,1928,0.232,0.482,-78.87646,0.758,285,32,,0.239,0.503
63,Senate,8394,62,0,CO,100,0,1,"SHAFROTH, John Franklin",S000279,1854,1922,-0.198,0.121,-139.54065,0.769,531,64,,-0.275,0.032
63,Senate,9288,62,0,CO,100,0,2,"THOMAS, Charles Spalding",T000160,1849,1934,-0.185,0.214,-159.69527,0.682,417,81,,-0.186,0.292
63,Senate,978,1,0,CT,200,0,3,"BRANDEGEE, Frank Bosworth",B000769,1864,1924,0.778,-0.628,-62.52392,0.851,388,25,,0.758,-0.652
63,Senate,6335,1,0,CT,200,0,3,"McLEAN, George Payne",M000547,1857,1932,0.496,-0.373,-71.35245,0.781,289,36,,0.465,-0.148
63,Senate,2781,11,0,DE,200,0,3,"du PONT, Henry Algernon",D000559,1838,1926,0.549,-0.559,-20.24121,0.856,130,11,,0.632,-0.454
63,Senate,8224,11,0,DE,100,0,3,"SAULSBURY, Willard, Jr.",S000073,1861,1927,-0.375,-0.807,-54.14767,0.862,366,26,,-0.397,-0.586
63,Senate,1177,43,0,FL,100,0,3,"BRYAN, Nathan Philemon",B000992,1872,1935,-0.388,-0.557,-101.75375,0.821,517,48,,-0.326,-0.618
63,Senate,3216,43,0,FL,100,0,3,"FLETCHER, Duncan Upshaw",F000200,1859,1936,-0.365,-0.37,-40.35889,0.9,384,19,,-0.498,-0.867
63,Senate,322,44,0,GA,100,1,5,"BACON, Augustus Octavius",B000014,1839,1914,-0.39,-0.187,-23.97287,0.875,179,12,,-0.659,-0.752
63,Senate,4060,44,0,GA,100,3,3,"HARDWICK, Thomas William",H000193,1872,1944,-0.238,-0.024,,,,,,-0.069,-0.23
63,Senate,8633,44,0,GA,100,0,3,"SMITH, Hoke",S000551,1855,1931,-0.234,-0.233,-101.83262,0.797,449,50,,-0.44,-0.599
63,Senate,9963,44,0,GA,100,2,5,"WEST, William Stanley",W000305,1849,1914,-0.095,-0.975,-41.8838,0.749,145,19,,-0.096,-0.956
63,Senate,858,63,0,ID,200,0,3,"BORAH, William Edgar",B000634,1865,1940,0.191,0.704,-95.32773,0.744,323,43,,0.184,0.719
63,Senate,964,63,0,ID,200,0,3,"BRADY, James Henry",B000753,1862,1918,0.282,0.497,-100.14641,0.777,397,38,,0.298,0.541
63,Senate,5641,21,0,IL,100,0,3,"LEWIS, James Hamilton",L000284,1863,1939,-0.379,-0.141,-85.71581,0.765,320,39,,-0.317,0.034
63,Senate,8456,21,0,IL,200,0,3,"SHERMAN, Lawrence Yates",S000348,1858,1939,0.807,0.133,-72.87864,0.778,291,38,,0.455,0.181
63,Senate,5201,22,0,IN,100,0,3,"KERN, John Worth",K000132,1849,1917,-0.287,0.072,-93.93761,0.821,477,34,,-0.347,0.006
63,Senate,8478,22,0,IN,100,0,3,"SHIVELY, Benjamin Franklin",S000371,1857,1916,-0.29,0.092,-90.23697,0.795,394,36,,-0.352,-0.06
63,Senate,2252,31,0,IA,200,0,3,"CUMMINS, Albert Baird",C000988,1850,1926,0.248,0.55,-106.14617,0.761,389,46,,0.249,0.586
63,Senate,5198,31,0,IA,200,0,3,"KENYON, William Squire",K000129,1869,1933,0.182,0.827,-97.69008,0.803,445,39,,0.186,0.983
63,Senate,1046,32,0,KS,200,0,3,"BRISTOW, Joseph Little",B000844,1861,1944,0.231,0.973,-109.96623,0.785,455,55,,0.285,0.916
63,Senate,9347,32,0,KS,100,0,1,"THOMPSON, William Howard",T000226,1871,1928,-0.244,0.229,-97.60483,0.826,511,31,,-0.296,0.239
63,Senate,960,51,0,KY,200,1,3,"BRADLEY, William O'Connell",B000749,1847,1914,0.412,-0.37,-27.82759,0.825,145,9,,0.487,-0.472
63,Senate,1433,51,0,KY,100,2,5,"CAMDEN, Johnson Newlon, Jr.",C000063,1865,1942,-0.09,-0.465,-47.45999,0.742,159,20,,-0.092,-0.492
63,Senate,4885,51,0,KY,100,0,3,"JAMES, Ollie Murray",J000051,1871,1918,-0.546,-0.233,-85.35028,0.833,466,44,,-0.523,-0.084
63,Senate,7734,45,0,LA,100,0,3,"RANSDELL, Joseph Eugene",R000059,1858,1954,-0.211,-0.543,-136.52147,0.746,466,67,,-0.177,-0.566
63,Senate,9359,45,0,LA,100,0,3,"THORNTON, John Randolph",T000241,1846,1917,-0.143,-0.862,-86.90881,0.822,443,44,,-0.152,-0.988
63,Senate,1276,2,0,ME,200,0,3,"BURLEIGH, Edwin Chick",B001105,1843,1916,0.484,-0.38,-24.01512,0.777,95,15,,0.463,-0.191
63,Senate,4947,2,0,ME,100,0,3,"JOHNSON, Charles Fletcher",J000124,1859,1930,-0.168,-0.162,-98.17985,0.783,402,37,,-0.229,-0.117
63,Senate,4867,52,0,MD,200,1,5,"JACKSON, William Purnell",J000030,1868,1939,0.463,-0.149,-9.92818,0.873,73,7,,0.457,-0.12
63,Senate,5554,52,0,MD,100,2,2,"LEE, Blair",L000189,1857,1944,-0.309,0.016,-96.02243,0.737,315,45,,-0.304,-0.005
63,Senate,8658,52,0,MD,100,0,3,"SMITH, John Walter",S000577,1845,1925,-0.406,-0.914,-34.81432,0.905,347,16,,-0.379,-0.681
63,Senate,5738,3,0,MA,200,0,3,"LODGE, Henry Cabot",L000393,1850,1924,0.568,-0.448,-52.07941,0.837,293,18,,0.558,-0.603
63,Senate,9911,3,0,MA,200,0,3,"WEEKS, John Wingate",W000246,1860,1926,0.587,-0.518,-68.23644,0.821,345,32,,0.734,-0.679
63,Senate,8698,23,0,MI,200,0,3,"SMITH, William Alden",S000629,1859,1932,0.35,0.067,-69.81857,0.757,251,34,,0.378,0.023
63,Senate,9434,23,0,MI,200,0,3,"TOWNSEND, Charles Elroy",T000330,1856,1924,0.328,0.205,-92.00361,0.777,364,39,,0.369,0.196
63,Senate,1746,33,0,MN,200,0,3,"CLAPP, Moses Edwin",C000414,1851,1929,0.232,0.882,-83.43353,0.809,393,42,,0.214,0.927
63,Senate,6870,33,0,MN,200,0,1,"NELSON, Knute",N000040,1843,1923,0.259,0.057,-133.27553,0.735,432,70,,0.325,0.026
63,Senate,9646,46,0,MS,100,0,3,"VARDAMAN, James Kimble",V000070,1861,1930,-0.188,0.344,-188.03287,0.666,463,88,,-0.148,0.269
63,Senate,10165,46,0,MS,100,0,3,"WILLIAMS, John Sharp",W000521,1854,1932,-0.313,-0.38,-127.83817,0.762,471,57,,-0.255,-0.267
63,Senate,7786,34,0,MO,100,0,3,"REED, James Alexander",R000118,1861,1944,-0.19,0.298,-146.64164,0.711,430,72,,-0.315,0.25
63,Senate,8989,34,0,MO,100,0,3,"STONE, William Joel",S000968,1848,1918,-0.338,-0.183,-49.76889,0.868,352,22,,-0.455,-0.347
63,Senate,6837,64,0,MT,100,0,3,"MYERS, Henry Lee",M001129,1862,1943,-0.223,-0.06,-129.22975,0.745,440,58,,-0.359,-0.092
63,Senate,9788,64,0,MT,100,0,1,"WALSH, Thomas James",W000104,1859,1933,-0.267,0.13,-111.90539,0.782,456,60,,-0.285,0.073
63,Senate,4454,35,0,NE,100,0,3,"HITCHCOCK, Gilbert Monell",H000645,1859,1934,-0.179,0.052,-218.3192,0.473,292,97,,-0.031,0.185
63,Senate,6960,35,0,NE,200,0,3,"NORRIS, George William",N000139,1861,1944,0.134,0.991,-131.80075,0.758,476,63,,0.15,0.958
63,Senate,6897,65,0,NV,100,0,3,"NEWLANDS, Francis Griffith",N000069,1846,1917,-0.177,-0.067,-57.74256,0.756,206,26,,-0.252,-0.203
63,Senate,7473,65,0,NV,100,0,2,"PITTMAN, Key",P000372,1872,1940,-0.269,-0.028,-92.92803,0.795,404,58,,-0.329,0.012
63,Senate,3439,4,0,NH,200,0,3,"GALLINGER, Jacob Harold",G000023,1837,1918,0.553,-0.306,-105.23952,0.789,444,47,,0.543,-0.278
63,Senate,4525,4,0,NH,100,0,3,"HOLLIS, Henry French",H000727,1869,1949,-0.344,0.131,-77.04413,0.826,402,29,,-0.28,0.182
63,Senate,4707,12,0,NJ,100,0,3,"HUGHES, William",H000929,1872,1918,-0.309,-0.141,-111.17425,0.781,450,43,,-0.25,-0.08
63,Senate,6045,12,0,NJ,100,0,3,"MARTINE, James Edgar",M000205,1850,1925,-0.164,0.289,-192.50363,0.701,541,90,,-0.186,0.324
63,Senate,1601,66,0,NM,200,0,3,"CATRON, Thomas Benton",C000253,1840,1921,0.617,-0.341,-57.2389,0.83,307,26,,0.611,-0.207
63,Senate,3053,66,0,NM,200,0,3,"FALL, Albert Bacon",F000011,1861,1944,0.272,0.033,-80.83735,0.672,203,44,,0.232,0.008
63,Senate,7038,13,0,NY,100,0,3,"O'GORMAN, James Aloysius",O000050,1860,1943,-0.173,-0.095,-107.44846,0.72,327,59,,-0.14,-0.145
63,Senate,8055,13,0,NY,200,0,3,"ROOT, Elihu",R000430,1845,1937,0.471,-0.534,-52.11997,0.823,267,30,,0.461,-0.532
63,Senate,7120,47,0,NC,100,0,3,"OVERMAN, Lee Slater",O000140,1854,1930,-0.411,-0.38,-101.12218,0.816,496,53,,-0.392,-0.482
63,Senate,8514,47,0,NC,100,0,3,"SIMMONS, Furnifold McLendel",S000415,1854,1940,-0.388,-0.38,-54.85338,0.894,488,21,,-0.459,-0.548
63,Senate,3849,36,0,ND,200,0,3,"GRONNA, Asle Jorgenson",G000491,1858,1922,0.254,0.934,-93.35387,0.757,335,41,,0.256,0.74
63,Senate,6208,36,0,ND,200,0,3,"McCUMBER, Porter James",M000397,1858,1933,0.318,-0.069,-145.35938,0.678,374,81,,0.39,0.014
63,Senate,1322,24,0,OH,200,0,3,"BURTON, Theodore Elijah",B001159,1851,1929,0.417,0.055,-88.63008,0.789,373,39,,0.513,-0.001
