congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
3,President,99869,99,0,USA,5000,,,"WASHINGTON, George",,,,,,,,,,,,
3,Senate,2936,1,0,CT,5000,0,3,"ELLSWORTH, Oliver",E000147,1745.0,1807.0,0.53,0.809,-11.15658,0.867,78,5,,0.523,0.824
3,Senate,6574,1,0,CT,5000,2,3,"MITCHELL, Stephen Mix",M000828,1743.0,1835.0,0.696,-0.106,-6.14385,0.861,41,2,,0.687,-0.083
3,Senate,8457,1,0,CT,5000,1,3,"SHERMAN, Roger",S000349,1721.0,1793.0,0.589,0.307,,,,,,,
3,Senate,5494,11,0,DE,5000,2,3,"LATIMER, Henry",L000115,1752.0,1819.0,0.73,-0.043,,,,,,0.632,0.289
3,Senate,9676,11,0,DE,5000,0,3,"VINING, John",V000104,1758.0,1802.0,0.433,-0.264,-11.0674,0.821,56,6,,0.452,-0.249
3,Senate,3877,44,0,GA,4000,0,3,"GUNN, James",G000526,1753.0,1801.0,0.218,-0.884,-21.72006,0.669,54,12,,0.017,-0.673
3,Senate,4854,44,0,GA,4000,0,3,"JACKSON, James",J000017,1757.0,1806.0,-0.32,-0.181,-23.8025,0.722,73,13,,-0.397,-0.2
3,Senate,1118,51,0,KY,4000,0,3,"BROWN, John",B000929,1757.0,1837.0,-0.277,-0.548,-16.42979,0.788,69,7,,-0.4,-0.32
3,Senate,2866,51,0,KY,4000,0,3,"EDWARDS, John",E000075,1748.0,1837.0,-0.725,-0.689,-10.06694,0.814,49,6,,-0.784,-0.62
3,Senate,4333,52,0,MD,5000,0,3,"HENRY, John",H000508,1750.0,1798.0,0.123,-0.573,-18.30761,0.61,37,8,,0.32,-0.594
