congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
57,President,99892,99,0,USA,200,,,"McKINLEY, William, Jr.",M000522,1843,1901,0.232,0.372,,,,,,,
57,President,99893,99,0,USA,200,0,0,"ROOSEVELT, Theodore",,1858,1919,0.403,0.478,-0.95246,0.929,13,0,,,
57,Senate,6682,41,0,AL,100,0,3,"MORGAN, John Tyler",M000954,1824,1907,-0.43,-0.22,-41.64407,0.537,67,18,,-0.14,-0.036
57,Senate,7385,41,0,AL,100,0,3,"PETTUS, Edmund Winston",P000279,1821,1907,-0.424,-0.261,-34.14239,0.701,96,19,,-0.393,-0.624
57,Senate,674,42,0,AR,100,0,3,"BERRY, James Henderson",B000418,1841,1913,-0.65,0.358,-12.01919,0.892,105,5,,-0.56,0.156
57,Senate,5042,42,0,AR,100,0,3,"JONES, James Kimbrough",J000231,1839,1908,-0.531,0.149,-33.29904,0.621,70,11,,-0.166,-0.091
57,Senate,430,71,0,CA,200,0,3,"BARD, Thomas Robert",B000138,1841,1915,0.279,0.264,-33.87813,0.72,103,17,,0.348,0.554
57,Senate,7345,71,0,CA,200,0,3,"PERKINS, George Clement",P000232,1839,1923,0.308,-0.021,-39.28768,0.702,111,20,,0.264,0.29
57,Senate,7255,62,0,CO,100,0,3,"PATTERSON, Thomas MacDonald",P000130,1839,1916,-0.28,0.052,-23.62799,0.793,102,9,,-0.365,0.448
57,Senate,9246,62,0,CO,100,0,3,"TELLER, Henry Moore",T000116,1830,1914,0.161,0.485,-95.7983,0.408,107,63,,-0.292,0.383
57,Senate,4220,1,0,CT,200,0,3,"HAWLEY, Joseph Roswell",H000377,1826,1905,0.304,-0.753,-30.00933,0.684,79,12,,0.341,-0.447
57,Senate,7482,1,0,CT,200,0,3,"PLATT, Orville Hitchcock",P000382,1827,1905,0.433,-0.901,-14.57747,0.872,106,4,,0.615,-0.789
57,Senate,96,11,0,DE,200,0,3,"ALLEE, James Frank",A000110,1857,1938,0.563,-0.617,,,,,,-0.405,-0.091
57,Senate,395,11,0,DE,200,0,3,"BALL, Lewis Heisler",B000100,1861,1932,0.59,-0.332,,,,,,,
57,Senate,5943,43,0,FL,100,0,3,"MALLORY, Stephen Russell",M000085,1848,1907,-0.399,0.035,-22.87743,0.804,105,8,,-0.481,0.394
57,Senate,9166,43,0,FL,100,0,3,"TALIAFERRO, James Piper",T000026,1847,1934,-0.477,-0.393,-11.56782,0.891,100,3,,-0.523,0.057
57,Senate,322,44,0,GA,100,0,3,"BACON, Augustus Octavius",B000014,1839,1914,-0.39,-0.187,-21.30795,0.821,108,12,,-0.525,-0.336
57,Senate,1806,44,0,GA,100,0,3,"CLAY, Alexander Stephens",C000478,1853,1910,-0.395,0.107,-21.00685,0.819,105,9,,-0.394,0.211
57,Senate,2738,63,0,ID,100,0,3,"DUBOIS, Fred Thomas",D000509,1851,1930,0.079,0.63,-56.09261,0.551,94,36,,-0.399,0.917
57,Senate,4288,63,0,ID,100,0,3,"HEITFELD, Henry",H000458,1859,1938,-0.25,0.968,-16.85277,0.846,101,5,,-0.397,0.918
57,Senate,2239,21,0,IL,200,0,3,"CULLOM, Shelby Moore",C000973,1829,1914,0.286,-0.442,-26.80946,0.778,107,8,,0.385,-0.552
57,Senate,6065,21,0,IL,200,0,3,"MASON, William Ernest",M000228,1850,1921,0.307,-0.132,-25.61333,0.657,61,11,,0.268,0.32
57,Senate,683,22,0,IN,200,0,3,"BEVERIDGE, Albert Jeremiah",B000429,1862,1927,0.385,0.923,-18.6845,0.796,82,6,,0.763,0.052
57,Senate,3046,22,0,IN,200,0,3,"FAIRBANKS, Charles Warren",F000003,1852,1918,0.457,-0.505,-18.61287,0.836,104,8,,0.415,-0.223
57,Senate,141,31,0,IA,200,0,3,"ALLISON, William Boyd",A000160,1829,1908,0.314,-0.187,-28.16989,0.761,103,11,,0.365,-0.535
57,Senate,2648,31,0,IA,200,0,3,"DOLLIVER, Jonathan Prentiss",D000404,1858,1910,0.312,0.547,-26.46613,0.732,85,12,,0.354,-0.467
57,Senate,1320,32,0,KS,200,0,3,"BURTON, Joseph Ralph",B001154,1852,1923,0.572,0.508,-13.13389,0.866,91,6,,0.558,0.48
57,Senate,4119,32,0,KS,340,0,3,"HARRIS, William Alexander",H000258,1841,1909,-0.162,0.776,-25.20985,0.724,78,10,,-0.132,0.646
57,Senate,751,51,0,KY,100,0,3,"BLACKBURN, Joseph Clay Stiles",B000508,1838,1918,-0.53,-0.04,-17.35542,0.819,87,8,,-0.503,-0.418
57,Senate,2455,51,0,KY,200,0,3,"DEBOE, William Joseph",D000182,1849,1927,0.494,-0.372,-14.14821,0.869,101,4,,0.588,-0.149
