congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
78,President,99899,99,0,USA,100,,,"ROOSEVELT, Franklin Delano",,1882,1945,-0.368,0.245,,,,,,,
78,House,195,41,3,AL,100,2,2,"ANDREWS, George William",A000206,1906,1971,-0.03,1.0,-9.68761,0.77,37,3,,-0.063,0.662
78,House,937,41,1,AL,100,0,1,"BOYKIN, Frank William",B000725,1885,1969,-0.105,0.849,-31.01496,0.658,74,11,,-0.038,0.704
78,House,3754,41,2,AL,100,0,1,"GRANT, George McInvale",G000381,1897,1982,-0.117,0.993,-32.23661,0.774,126,11,,-0.077,0.858
78,House,4471,41,4,AL,100,0,1,"HOBBS, Samuel Francis",H000663,1887,1952,-0.176,0.984,-40.88562,0.709,119,17,,-0.161,0.987
78,House,4892,41,6,AL,100,0,1,"JARMAN, Peterson Bryant (Pete)",J000058,1892,1955,-0.238,0.971,-27.7158,0.779,111,12,,-0.185,0.834
78,House,5950,41,7,AL,100,0,1,"MANASCO, Carter",M000094,1902,1992,-0.146,0.903,-45.28626,0.681,118,18,,-0.065,0.805
78,House,6901,41,9,AL,100,0,1,"NEWSOME, John Parks",N000073,1893,1961,0.007,0.732,-34.10383,0.731,109,14,,0.006,0.709
78,House,8764,41,8,AL,100,0,1,"SPARKMAN, John Jackson",S000701,1899,1985,-0.204,0.795,-30.42761,0.769,116,12,,-0.194,0.778
78,House,8855,41,5,AL,100,0,1,"STARNES, Joe",S000816,1895,1962,-0.087,0.996,-28.92502,0.759,105,12,,-0.03,0.907
78,House,8858,41,3,AL,100,1,1,"STEAGALL, Henry Bascom",S000820,1873,1943,-0.326,0.945,-18.22068,0.734,59,8,,-0.159,0.959
78,House,4078,61,98,AZ,100,0,1,"HARLESS, Richard Fielding",H000212,1905,1970,-0.261,0.096,-31.07783,0.735,101,16,,-0.264,0.278
78,House,6799,61,98,AZ,100,0,1,"MURDOCK, John Robert",M001081,1885,1972,-0.329,0.326,-31.98448,0.753,113,14,,-0.329,0.372
78,House,2157,42,4,AR,100,0,1,"CRAVENS, William Fadjo",C000887,1899,1974,-0.004,0.874,-53.7688,0.657,128,26,,0.04,0.847
78,House,3388,42,3,AR,100,0,1,"FULBRIGHT, James William",F000401,1905,1995,-0.38,0.925,-35.44824,0.702,100,18,,-0.256,0.81
78,House,3506,42,1,AR,100,0,1,"GATHINGS, Ezekiel Candler",G000098,1903,1979,0.012,0.978,-61.93976,0.625,132,28,,0.14,0.99
78,House,4110,42,7,AR,100,0,1,"HARRIS, Oren",H000249,1903,1997,-0.179,0.949,-41.3909,0.724,128,17,,-0.149,0.876
78,House,4244,42,5,AR,100,0,1,"HAYS, Lawrence Brooks",H000405,1898,1981,-0.269,0.688,-41.57247,0.713,123,17,,-0.316,0.585
78,House,6532,42,2,AR,100,0,1,"MILLS, Wilbur Daigh",M000778,1909,1992,-0.237,0.894,-47.04814,0.673,119,22,,-0.091,0.829
