congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
43,President,99886,99,0,USA,200,,,"GRANT, Hiram Ulysses",,1822,1885,0.18,0.018,,,,,,,
43,House,1063,41,1,AL,208,0,1,"BROMBERG, Frederick George",B000864,1837,1930,-0.267,-0.554,-164.5765,0.689,442,73,,-0.265,-0.517
43,House,1409,41,5,AL,100,0,1,"CALDWELL, John Henry",C000035,1826,1902,-0.652,0.224,-74.37083,0.846,445,28,,-0.64,0.232
43,House,4241,41,4,AL,200,0,1,"HAYS, Charles",H000402,1834,1879,0.23,0.337,-93.96286,0.762,346,34,,0.254,0.967
43,House,7310,41,3,AL,200,0,1,"PELHAM, Charles",P000192,1835,1908,0.294,0.672,-86.71225,0.772,335,33,,0.296,0.785
43,House,7739,41,2,AL,200,0,1,"RAPIER, James Thomas",R000064,1837,1883,0.464,0.779,-63.71806,0.851,394,25,,0.459,0.747
43,House,8425,41,99,AL,200,0,1,"SHEATS, Charles Christopher",S000314,1839,1904,0.238,0.773,-103.58953,0.756,370,43,,0.239,0.855
43,House,8586,41,6,AL,100,0,1,"SLOSS, Joseph Humphrey",S000498,1826,1911,-0.31,0.951,-81.36533,0.752,286,40,,-0.313,0.95
43,House,10007,41,99,AL,200,0,1,"WHITE, Alexander",W000353,1816,1893,0.149,0.877,-96.65361,0.767,364,46,,0.196,0.834
43,House,3879,42,3,AR,100,2,1,"GUNTER, Thomas Montague",G000527,1826,1904,-0.393,0.14,-28.92724,0.88,227,7,,-0.43,0.331
43,House,4477,42,1,AR,200,2,2,"HODGES, Asa",H000671,1822,1900,0.394,0.73,-53.70818,0.855,344,17,,0.392,0.741
43,House,4790,42,99,AR,208,0,1,"HYNES, William Joseph",H001027,1843,1915,0.228,0.576,-95.68824,0.758,346,38,,0.226,0.629
43,House,8737,42,2,AR,200,0,1,"SNYDER, Oliver P.",S000671,1833,1882,0.315,0.362,-101.84425,0.727,320,36,,0.264,0.518
43,House,10209,42,3,AR,200,1,1,"WILSHIRE, William Wallace",W000567,1830,1888,-0.178,0.523,-35.78659,0.604,71,16,,0.083,0.774
43,House,1820,71,1,CA,200,0,1,"CLAYTON, Charles",C000493,1825,1885,0.464,-0.503,-92.61919,0.751,323,38,,0.462,-0.496
